,baseMean,log2FoldChange,lfcSE,stat,pvalue,FDR
NM_001282440,29.5509026,-0.947726072,0.485253807,-1.953052316,0.050813396,0.216371361
NM_001282441,111.213677,-0.204081811,0.362717285,-0.562647051,0.573675246,0.787834003
NM_001282444,13.02296388,0.074177487,0.151964243,0.488124611,0.625461579,0.822637516
NM_001282445,5019.623473,0.138907305,0.113696361,1.221739231,0.221806256,0.489851652
NM_001282446,18.05111641,-0.239980377,0.277958197,-0.863368593,0.387934842,0.65400781
NM_001282450,472.4158745,-0.400684882,0.134958163,-2.968956258,0.002988131,0.041997754
NM_001282451,109.965036,-0.133624408,0.234793489,-0.569114622,0.569278356,0.784993185
NM_001282454,597.5290337,0.020668586,0.192682634,0.10726751,0.914576759,0.967494316
NM_001282455,4.348549095,0.511181449,0.357005683,1.431858015,0.15218446,0.399840182
NM_001282456,169.1716861,-0.477016643,0.134547599,-3.545337455,0.000392111,0.014969888
NM_001282458,36.37383472,0.224780703,0.328960207,0.683306669,0.494413081,0.734743537
NM_001282459,74.28410764,-0.276309025,0.162593032,-1.699390326,0.089245663,0.300007065
NM_001282460,22.93296428,0.005913746,0.162702278,0.03634704,0.971005642,0.98882785
NM_001282461,16.59038814,-0.220934845,0.274871909,-0.803773823,0.42152761,0.681400123
NM_001282462,16.56736977,-0.173243189,0.356025967,-0.486602679,0.626539925,0.823429842
NM_001282463,24.47767766,-0.503446628,0.315471014,-1.595857007,0.110520722,0.336134723
NM_001282468,75.63379195,0.207549925,0.29831112,0.695749878,0.486585483,0.729615591
NM_001282470,8.789146298,0.108126861,0.397054571,0.272322418,0.78537412,0.910151842
NM_001282474,798.6071902,-0.86672569,0.215624126,-4.019613704,5.83E-05,0.006498484
NM_001282475,273.2412669,-0.590792349,0.283699957,-2.082454845,0.037300943,0.181027482
NM_001282476,141.8276609,0.028668465,0.313868304,0.091339154,0.927223107,0.972607129
NM_001282481,7.632939593,0.230030219,0.4180266,0.550276509,0.582129734,0.793857716
NM_001282483,8.598447944,0.228016117,0.419488048,0.543558077,0.586745615,0.797040596
NM_001282484,302.7807755,-0.095768261,0.211195972,-0.453456853,0.650219806,0.837633254
NM_001282490,100.8749056,-0.102090191,0.204904005,-0.498234239,0.618318952,0.8181101
NM_001282492,12.53231009,-0.326465575,0.294233622,-1.109545445,0.267194951,0.541227815
NM_001282493,84.18410037,-0.462246972,0.24798161,-1.864037301,0.062316466,0.243830798
NM_001282494,582.9372987,-0.085452948,0.149290656,-0.572393141,0.567055662,0.783773997
NM_001282495,17.35461362,0.158221515,0.478295786,0.330802652,0.740793557,0.88705221
NM_001282496,18.3529288,-0.638368589,0.441101422,-1.447214988,0.14783672,0.39398446
NM_001282497,22.68797504,-0.469170479,0.37015211,-1.267507238,0.204973977,0.470867032
NM_001282499,42.40335483,-0.0413026,0.189610642,-0.21782849,0.827562746,0.930426387
NM_001282500,182.9862959,-0.296111095,0.190068166,-1.557920514,0.119252092,0.350251788
NM_001282506,55.55468021,-0.260238809,0.284774156,-0.913842791,0.360799458,0.630574123
NM_001282507,414.7422135,0.020073808,0.191066896,0.105061674,0.916326871,0.968241142
NM_001282511,415.2293062,-0.292095894,0.180163607,-1.621281336,0.104957316,0.327565852
NM_001282512,171.6741638,-0.017462907,0.144771319,-0.120624077,0.903988797,0.962953667
NM_001282515,8.81352757,-0.941241341,0.367974408,-2.557898919,0.01053067,0.085834518
NM_001282518,22.11883723,0.194235428,0.259296349,0.74908663,0.453804993,0.706039083
NM_001282524,21.39624624,-0.445670983,0.404451689,-1.101914012,0.270499056,0.544836143
NM_001282526,23.12934461,-0.508889774,0.411579639,-1.236430879,0.216298444,0.484242517
NM_001282529,128.5423807,-0.413467399,0.176331852,-2.344825357,0.019035994,0.122705179
NM_001282531,589.6761975,0.144270812,0.148913352,0.968823882,0.332633069,0.605788928
NM_001282532,626.5742422,-0.255420183,0.179594553,-1.42220451,0.15496689,0.403200674
NM_001282533,157.5654899,-0.218406449,0.166659538,-1.310494744,0.190028521,0.451246927
NM_001282538,172.3669134,-0.324181222,0.302996714,-1.069916626,0.284656839,0.559908751
NM_001282539,2768.744192,0.048580741,0.11862263,0.409540244,0.682143239,0.855933124
NM_001282543,63.96919854,0.159175094,0.325822422,0.488533272,0.625172164,0.82252111
NM_001282546,347.6311902,-0.222914857,0.162125885,-1.374949205,0.169147193,0.422794642
NM_001282547,2168.928932,0.099810108,0.080369317,1.241893195,0.214275971,0.482117451
NM_001282550,87.89023571,0.118299806,0.283534269,0.417232832,0.676508113,0.852604814
NM_001282551,61.49168497,0.123622219,0.269436468,0.458817693,0.646365088,0.835311864
NM_001282552,34.68832803,-0.635721446,0.351189949,-1.810192595,0.070265925,0.260635721
NM_001282554,45.95009861,-0.45818529,0.37790572,-1.2124328,0.225346752,0.494325139
NM_001282556,9.183308478,0.185661952,0.300020015,0.618831887,0.536027114,0.763680774
NM_001282557,28.37174136,-0.293182638,0.241948018,-1.211758788,0.225604728,0.494671439
NM_001282558,8.038363082,0.557525999,0.296775715,1.878610581,0.060297685,0.239123669
NM_001282559,42.60024156,-0.047227275,0.351120746,-0.134504371,0.893003755,0.958692289
NM_001282560,68.79659939,0.147165546,0.393240259,0.374238249,0.70822707,0.869053005
NM_001282561,510.7603557,-0.186261067,0.104462424,-1.783043698,0.07457919,0.270351626
NM_001282562,159.058029,-0.428357936,0.152096329,-2.816359458,0.004857129,0.055149002
NM_001282563,2.768183562,0.169606109,0.341739879,0.496301774,0.619681515,0.818973408
NM_001282568,90.80021628,0.194517829,0.167637637,1.160347,0.245907556,0.518177532
NM_001282569,170.5336926,0.497129248,0.179707142,2.766329937,0.005669115,0.059765011
NM_001282570,41.92852497,-0.284989587,0.358023894,-0.796007172,0.426027867,0.68519845
NM_001282571,24.95533048,0.300528698,0.468366135,0.641653345,0.521098288,0.753176578
NM_001282,5736.992246,0.191291611,0.084287709,2.269507782,0.023237465,0.137653821
NM_001282574,34.58311627,0.361722847,0.447690358,0.807975514,0.419104678,0.679255189
NM_001282577,38.52615596,-0.690760577,0.357240387,-1.933601577,0.053162133,0.221859514
NM_001282578,168.5432813,-0.272207514,0.158283125,-1.719750689,0.08547777,0.292760726
NM_001282579,28.90181922,-0.162542535,0.471680813,-0.344602813,0.730392991,0.881338266
NM_001282580,73.39240459,-0.302096315,0.176295814,-1.713576227,0.086606583,0.295136462
NM_001282582,16.15926441,-0.795297605,0.350816567,-2.266989876,0.023390844,0.138207364
NM_001282584,9.075842287,-0.265302352,0.372216664,-0.71276323,0.475992282,0.722311183
NM_001282587,1713.536382,-0.176535745,0.092024783,-1.918350022,0.055066644,0.22650733
NM_001282588,71.71158509,-0.732295327,0.297336905,-2.462847076,0.013783869,0.10120362
NM_001282589,55.64951865,-0.362362578,0.363191468,-0.997717759,0.318416239,0.593671199
NM_001282590,222.80877,-0.406464187,0.220428351,-1.843974176,0.065186904,0.249869262
NM_001282591,179.649708,0.070568379,0.241459868,0.292257175,0.770089999,0.901896657
NM_001282592,1940.922477,0.239600128,0.097663787,2.453315973,0.014154594,0.102985542
NM_001282593,295.0889559,0.215608965,0.145715624,1.479655774,0.138965134,0.381511629
NM_001282594,318.1655927,0.160464459,0.151204878,1.061238639,0.288581464,0.563749106
NM_001282595,590.2434427,-0.183787637,0.260599015,-0.705250696,0.480654237,0.725734123
NM_001282596,129.8681023,-0.165391369,0.265939118,-0.621914408,0.533998151,0.762328698
NM_001282601,120.061025,-0.281464633,0.322315943,-0.873256936,0.382523048,0.649251175
NM_001282602,366.2091245,0.21446787,0.148344932,1.445737764,0.148250768,0.39426827
NM_001282603,15.25337335,-0.122814269,0.416134289,-0.295131336,0.767893552,0.900728096
NM_001282604,187.7778401,-0.3822993,0.251035357,-1.52289026,0.127786163,0.364281476
NM_001282606,48.83001905,-0.935379168,0.302911457,-3.087962328,0.00201534,0.034140723
NM_001282609,211.8838696,0.138569767,0.165786785,0.835831199,0.403249872,0.666826496
NM_001282610,216.6444156,-0.171530626,0.14645867,-1.171187929,0.241523246,0.513021835
NM_001282611,40.61271323,-0.223783996,0.310176441,-0.721473221,0.470618411,0.718753267
NM_001282612,48.60798728,0.02472314,0.410077059,0.06028901,0.951925455,0.981874486
NM_001282617,707.4361414,-0.370522274,0.20846868,-1.777352232,0.075510305,0.272320502
NM_001282618,280.7974115,0.104524913,0.176074829,0.593639158,0.552753485,0.774634893
NM_001282619,33.26189052,-0.336781585,0.234971076,-1.433289537,0.151775111,0.399402717
NM_001282620,150.3714927,0.065266108,0.124722638,0.523289988,0.600772467,0.805504677
NM_001282621,44.32557222,-0.109101195,0.443860815,-0.245800466,0.805836696,0.919913492
NM_001282622,1463.347624,-0.355980755,0.111071638,-3.204965377,0.001350787,0.027467596
NM_001282624,76.37013607,-0.023324518,0.578701657,-0.04030491,0.967850039,0.987715261
NM_001282626,51.68724673,-0.702787315,0.354671588,-1.981515688,0.047533472,0.208329353
NM_001282629,75.24376059,-0.195678294,0.264169349,-0.7407305,0.458856862,0.709939166
NM_001282630,224.0750237,0.105727716,0.265778508,0.397803858,0.690774773,0.8609855
NM_001282632,25.06428373,0.08798089,0.459723932,0.191377659,0.848229722,0.9392521
NM_001282634,63.08382107,0.135608251,0.22699517,0.597405887,0.550236424,0.773349357
NM_001282640,307.0840752,-0.018501579,0.167590885,-0.110397286,0.912094305,0.966658242
NM_001282643,334.7833807,0.172502937,0.211104991,0.817142862,0.413846791,0.67502342
NM_001282644,388.9445291,-0.027463144,0.139316545,-0.197127656,0.843727642,0.937658893
NM_001282645,185.2850849,0.070282565,0.213628614,0.328994153,0.742160108,0.88770233
NM_001282648,137.9537257,0.272630428,0.296838277,0.918447686,0.358384535,0.628449313
NM_001282650,19.157854,-1.157929171,0.346760175,-3.339279582,0.00083996,0.021578903
NM_001282651,3.169526414,0.140049027,0.364861854,0.383841241,0.701096119,0.865810262
NM_001282653,48.98880625,-1.116604521,0.343164916,-3.253842301,0.001138555,0.024984002
NM_001282656,387.5098053,0.167391261,0.14097366,1.187393885,0.235072291,0.505304243
NM_001282657,94.73869883,-0.041616001,0.288157083,-0.144421233,0.885167851,0.954992851
NM_001282658,4.315331004,0.380286264,0.346818734,1.096498622,0.272860626,0.547452047
NM_001282659,2880.221383,0.061030217,0.056484101,1.080484891,0.279926311,0.554972827
NM_001282660,2065.857435,-0.186742501,0.07762841,-2.405594818,0.016146161,0.111562041
NM_001282661,398.7108746,-0.147694293,0.149239219,-0.989647985,0.322346207,0.597228211
NM_001282662,108.8590084,0.163091469,0.206447122,0.789991487,0.42953274,0.687866679
NM_001282665,21.41989012,0.25737782,0.388086883,0.663196391,0.507204782,0.743524713
NM_001282666,546.0314465,-0.004561301,0.137484205,-0.033176908,0.973533512,0.99004912
NM_001282667,1150.660466,0.197345244,0.120345369,1.639824165,0.101041732,0.321048363
NM_001282669,74.62390839,-0.395135147,0.127046159,-3.110169955,0.001869797,0.032672868
NM_001282670,147.4854064,-0.400231151,0.125387083,-3.191964756,0.001413086,0.028251694
NM_001282671,68.40475449,-0.064238739,0.157134583,-0.4088135,0.682676532,0.856167461
NM_001282673,69.73912527,-0.428567639,0.341999933,-1.253121996,0.210161312,0.477393421
NM_001282677,124.8853669,-0.49463077,0.363205052,-1.361849916,0.173245255,0.427966014
NM_001282678,225.3453017,-0.608701452,0.199192631,-3.055843231,0.002244286,0.036005379
NM_001282679,151.8188089,-0.076625054,0.201143677,-0.380946867,0.703242675,0.866626082
NM_001282680,344.6905116,0.149100064,0.148689142,1.002763636,0.315974918,0.591781194
NM_001282681,883.9656921,-0.137971786,0.093871826,-1.469789083,0.141618887,0.385439662
NM_001282682,48.44822857,0.168355921,0.233120182,0.722185097,0.470180685,0.718397372
NM_001282683,455.0314869,-0.20858362,0.194776474,-1.070887137,0.28422018,0.559473503
NM_001282684,172.8435115,0.011931398,0.14998807,0.079548978,0.936595976,0.976486563
NM_001282685,38.64105365,-0.727057644,0.393062875,-1.849723519,0.064353409,0.248118447
NM_001282686,48.93780823,-0.160168223,0.378267706,-0.423425581,0.671984784,0.850094423
NM_001282688,224.8205073,-0.183031213,0.17237884,-1.06179629,0.288328174,0.563529468
NM_001282689,790.3871838,-0.089867599,0.122111038,-0.735949839,0.461761225,0.712266278
NM_001282690,336.1156564,-0.507437674,0.161514279,-3.141751166,0.001679407,0.03101633
NM_001282691,77.6854673,-0.222685046,0.216714283,-1.027551315,0.304160935,0.580729189
NM_001282696,2606.814609,0.394952013,0.135871787,2.90679929,0.003651474,0.047303684
NM_001282697,2876.877061,0.086748225,0.120727633,0.718544899,0.472421374,0.719949931
NM_001282698,670.4109392,-0.154874546,0.180085483,-0.860005722,0.389785888,0.655276019
NM_001282699,365.9132858,-0.255117935,0.236788483,-1.077408548,0.281297787,0.555830286
NM_001282700,2228.077683,0.263148977,0.153522722,1.714071859,0.086515529,0.294884277
NM_001282701,169.9587915,0.34917193,0.264445302,1.320393775,0.186703581,0.446630076
NM_001282702,357.9177387,-0.00733524,0.234504041,-0.031279802,0.975046399,0.990655619
NM_001282703,121.1406013,-0.148234775,0.240276722,-0.616933566,0.537278546,0.764707745
NM_001282706,3.829094521,-0.41745185,0.372969962,-1.119263995,0.263027531,0.537222278
NM_001282707,24.15085008,0.014049316,0.30850762,0.045539609,0.963677204,0.9861357
NM_001282708,51.94661869,-0.161164874,0.206438951,-0.780690239,0.434984703,0.691654604
NM_001282709,113.2727476,-0.128573303,0.173323416,-0.741811498,0.458201553,0.709301241
NM_001282710,1198.31938,0.206745655,0.104562023,1.977253774,0.048012952,0.209569614
NM_001282711,148.6802442,0.426310004,0.272120675,1.566621148,0.117203272,0.346579804
NM_001282712,97.25229691,0.114650619,0.259883884,0.441160942,0.659096487,0.843307326
NM_001282715,49.21034462,-0.505435673,0.150762127,-3.352537422,0.000800744,0.021131563
NM_001282716,23.37301081,-0.434101746,0.273075236,-1.589678184,0.111907364,0.338323905
NM_001282717,30.5304543,-0.818078659,0.312269299,-2.619785753,0.008798502,0.077339619
NM_001282718,25.78113259,-0.249151881,0.411507873,-0.605460787,0.544872872,0.76953689
NM_001282719,21.67776782,0.06818633,0.440470697,0.154803329,0.876976367,0.951439762
NM_001282720,48.91391592,0.259749078,0.363531048,0.714516901,0.474907609,0.721666782
NM_001282721,113.5104431,-0.455190033,0.224766207,-2.025171128,0.042849795,0.19602322
NM_001282723,42.30986546,0.458162393,0.287784884,1.592030777,0.111377789,0.337446952
NM_001282726,126.4355225,0.319656438,0.221726588,1.441669402,0.149395659,0.39563942
NM_001282728,134.227768,0.081773565,0.187891449,0.435217062,0.663404879,0.845631904
NM_001282729,404.9201228,-0.315281389,0.113176588,-2.785747421,0.005340447,0.057826483
NM_001282730,640.0656372,-0.286786567,0.124739399,-2.299085697,0.021500074,0.131406189
NM_001282731,270.48794,-0.637304216,0.192530284,-3.310150508,0.000932458,0.022775692
NM_001282732,55.56967106,-0.566793995,0.247574187,-2.289390511,0.022056673,0.133470655
NM_001282735,74.90178779,-0.208523712,0.151086536,-1.380160783,0.167537146,0.420807663
NM_001282736,249.0794057,-0.198515927,0.211459445,-0.938789597,0.347838781,0.6193131
NM_001282741,55.04592891,1.101186168,0.522449366,2.10773759,0.035053694,0.174632323
NM_001282742,148.9079187,0.965351851,0.45205942,2.135453457,0.032723988,0.168135773
NM_001282743,58.07670406,-0.256508015,0.202387618,-1.26740963,0.205008858,0.470880939
NM_001282744,112.2637612,-0.098825988,0.161295179,-0.612702674,0.540072954,0.766257247
NM_001282748,107.7388853,0.055983829,0.23223217,0.241068364,0.809502131,0.922006947
NM_001282749,689.214303,-0.224423695,0.196423253,-1.142551561,0.253224827,0.526781351
NM_001282750,66.04164127,-0.535931563,0.520203658,-1.03023413,0.302900112,0.57932326
NM_001282751,194.479924,0.121106366,0.312560427,0.387465447,0.69841166,0.864880513
NM_001282752,154.0637712,-0.349803372,0.339602116,-1.030038845,0.302991771,0.579431767
NM_001282753,151.3295624,-0.050798097,0.271222693,-0.187292945,0.851430954,0.940929272
NM_001282754,10.20998324,0.45188749,0.379126247,1.191918245,0.233293303,0.503266937
NM_001282755,24.37347741,-0.173533603,0.15181147,-1.143086241,0.253002786,0.526604488
NM_001282756,475.2111168,-0.166903878,0.083563837,-1.997321855,0.045790231,0.204168578
NM_001282757,1235.959029,-0.070533101,0.085797048,-0.822092392,0.411024315,0.673340913
NM_001282758,208.0768509,-0.113846688,0.17195045,-0.662090082,0.507913492,0.743974751
NM_001282759,91.40672194,-0.596454212,0.280650936,-2.12525289,0.033565517,0.170579909
NM_001282760,74.42089352,-0.443061686,0.270017715,-1.640861547,0.100826159,0.320746437
NM_001282762,26.91749956,0.317134724,0.381892191,0.830429977,0.406295723,0.669367123
NM_001282763,8452.668453,0.193988274,0.090550392,2.142323963,0.032167422,0.16636348
NM_001282764,878.2089917,0.149366155,0.089076879,1.676822952,0.093577108,0.308407679
NM_001282765,37.31033963,0.362690156,0.252294349,1.437567499,0.150556808,0.397514483
NM_001282766,29.26623327,-0.848018773,0.37781487,-2.244535196,0.024797987,0.143008298
NM_001282771,33.30244909,-1.026421044,0.223102708,-4.600666,4.21E-06,0.002324902
NM_001282772,698.6454915,-0.086552497,0.131719775,-0.657095693,0.511119388,0.746140708
NM_001282776,30.52692581,0.527573509,0.479174528,1.101004912,0.270894519,0.545304692
NM_001282777,50.85866031,0.236920773,0.321150358,0.737725389,0.46068134,0.711457199
NM_001282779,53.09576414,-0.174289378,0.257777591,-0.676123076,0.498962507,0.73812859
NM_001282780,40.94696181,-0.190882124,0.344265206,-0.554462434,0.579262408,0.791596833
NM_001282782,58.11589126,-0.422987951,0.344857118,-1.226560011,0.219988007,0.487704472
NM_001282783,54.0814954,-0.000764562,0.265271546,-0.002882185,0.997700352,0.998826555
NM_001282784,17.12540827,-0.43140729,0.376583359,-1.145582456,0.25196796,0.52524075
NM_001282785,48.91959508,-0.099337875,0.290862866,-0.341528212,0.73270597,0.882836612
NM_001282790,5331.985474,0.072467192,0.073341796,0.988074966,0.323115935,0.597774437
