"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RIOK3",5816.54834874725,0.117464059810549,0.0731359738134768,1.60610509009048,0.108250821696455,0.328244427079574
"SPRED1",593.912369215857,-0.169661339851968,0.105659672443701,-1.60573410770669,0.108332343813301,0.328401215376844
"PCSK5",32.1060427388651,-0.30267754454748,0.188507734981591,-1.60565052981533,0.108350716474664,0.328401215376844
"CSNK1G1",2199.81948902532,0.101136714582667,0.0629960631394654,1.60544499993219,0.108395907941292,0.328465145673591
"LETM1",1581.62028372377,-0.0751753625849025,0.0468284939454788,-1.60533376692463,0.108420371834413,0.328466252078917
"ATP6AP1L",80.6525260051678,-0.272171395292954,0.169584117544451,-1.60493446694153,0.108508227373377,0.328586630480545
"CSPP1",38.2929436809732,-0.730354396816775,0.455068170534271,-1.60493403869426,0.108508321628241,0.328586630480545
"C20orf27",73.2072390832018,-0.359038875443402,0.223726622813741,-1.6048106878291,0.10853547317061,0.328595846138476
"E4F1",19.468663657955,-0.831731102156843,0.518348425614687,-1.60457920012109,0.108586441910132,0.328625082930221
"SQSTM1",464.266850707878,-0.219028482404444,0.136504801319888,-1.60454782752417,0.108593350955078,0.328625082930221
"THEM4",1616.9127357619,-0.171287992127469,0.106793037372523,-1.60392471589669,0.108730648076252,0.328945423832497
"ATAD1",1320.1611960653,0.22265219131247,0.13882457469853,1.60383845436573,0.108749665855996,0.328945423832497
"PIP4P1",605.035690543577,-0.174533671771503,0.108830771750145,-1.60371620052644,0.108776623242011,0.328945423832497
"CLEC11A",148.389067661742,-0.194043208132036,0.121002517857722,-1.60362950761237,0.108795742526552,0.328945423832497
"GALM",1172.6758570505,0.134799467390994,0.0840676023126997,1.6034651123936,0.108832005603538,0.328950131963934
"USP10",114.733197145016,-0.36403298825818,0.227037943481631,-1.60340154018191,0.108846031226712,0.328950131963934
"PRAM1",2644.84730108444,-0.177476191126276,0.110701845523324,-1.60319089792304,0.108892514405758,0.328950131963934
"KIFBP",206.57022010047,-0.136016230979246,0.0848412621833624,-1.60318490648197,0.108893836788061,0.328950131963934
"ERMP1",1541.45440352084,0.123049248674331,0.0767591662983759,1.60305608578417,0.10892227212084,0.328963121871715
"PRAF2",764.485904421109,0.0908466854595764,0.0566785233265049,1.60284143142264,0.108969667057561,0.329033354451609
"CORO1A",722.106600318333,-0.125447178029491,0.0782887151512375,-1.60236603432759,0.109074691146696,0.329277528312174
"MAIP1",437.688055575909,0.144979264793473,0.0904846816484807,1.60225202931802,0.109099888876983,0.329280665498955
"NOXRED1",6.89857155420753,-0.461657035403983,0.288180863383981,-1.60196978377727,0.109162291441845,0.329396066493768
"EGFL7",6.24483727120732,1.21477498456939,0.758614947632311,1.601306418178,0.109309068179794,0.329683315236999
"TMEM106A",151.551029303636,-0.215397248084435,0.134515803112817,-1.60127838588439,0.109315274059347,0.329683315236999
"SMNDC1",1827.22879462053,0.101123717105288,0.0631561912250404,1.60116870798874,0.109339557582804,0.329683315236999
"ZNF346",61.925653869835,-0.214778843653939,0.134144350904136,-1.60110241099476,0.109354238311553,0.329683315236999
"CCR5",255.093024194597,0.293255328891613,0.183172801030319,1.60097638536997,0.109382149575379,0.329694537530388
"SLC2A13",365.033608575554,0.132084418488314,0.0825221071339193,1.60059435072306,0.109466794323366,0.329876720457103
"STOML1",41.2185681833166,0.463197808852532,0.289414679297952,1.60046411597413,0.109495661359275,0.329890774608073
"MED25",1695.29876734434,-0.0842405958563943,0.0526514562225706,-1.59996706454402,0.109605890048167,0.330149896432378
"WDR35",92.7147982384014,-0.312420197211234,0.195358585939024,-1.59921405915964,0.109773047480971,0.330481935806276
"TSTD2",669.138099767596,-0.112884494222539,0.0705898510473263,-1.59916039696495,0.109784967479001,0.330481935806276
"C16orf70",231.27793771609,-0.368761561129558,0.230599510747762,-1.59914285999038,0.10978886319375,0.330481935806276
"IL19",1.94663507994633,1.42133616235866,0.888859045927372,1.59905686832015,0.109807967215846,NA
"AMIGO1",264.63637266474,-0.188131000440048,0.117668676081383,-1.59881972590505,0.109860664698148,0.330509804138917
"HDDC3",430.7564380983,0.120958874332867,0.0756559582318067,1.5988016959914,0.109864672099747,0.330509804138917
"COQ9",805.025747259217,-0.0928422360413669,0.0580709007614989,-1.59877382344517,0.109870867392035,0.330509804138917
"GCHFR",444.88659406034,0.1286778553256,0.080495847266833,1.59856513962826,0.109917260776056,0.33057640431987
"TESC",48.5249855809619,0.561710588743149,0.351446951173296,1.59827987372744,0.109980704490641,0.330605014958401
"DCLRE1A",379.057478314071,0.274363016791741,0.171662252012963,1.59827226763297,0.109982396497437,0.330605014958401
"SYVN1",1059.24658717062,-0.154044265606382,0.096386389651058,-1.59819520332756,0.109999540927098,0.330605014958401
"SH2D3C",26.8300919369607,-1.04792926794097,0.655769863227192,-1.59801376474344,0.110039913751507,0.330653444539911
"FAXC",3.11918439637462,0.883261778203331,0.552904075576169,1.59749551001755,0.110155297739741,NA
"CPNE3",4033.30916165929,0.0972233403984272,0.060861969474463,1.59743993232459,0.110167677204134,0.330940365928532
"STPG1",4.51433337007999,-1.00809234008594,0.631096325050094,-1.5973668362051,0.110183960424334,0.330940365928532
"IFNAR1",3055.70074397278,0.12696788286737,0.0795070733399958,1.59693820352835,0.110279482835722,0.331036785698374
"NAT9",272.908423519134,-0.244367927740426,0.153028603406199,-1.59687746147546,0.110293024722305,0.331036785698374
"VASN",21.1605204512224,0.655018744547238,0.410202346452102,1.5968186194267,0.110306144272904,0.331036785698374
"PTBP2",58.6223670187849,-0.484632030328099,0.303504508715839,-1.5967869221404,0.110313212079385,0.331036785698374
"QARS1",239.893312505519,-0.440816013211132,0.276137357794537,-1.5963650001284,0.110407325602874,0.33124627954373
"FOXG1",0.791160154924394,-0.926201597471573,0.580198311551296,-1.59635348644011,0.110409894723945,NA
"PRELID3A",3.68142790501451,-0.514915929512879,0.322578653940111,-1.5962492347943,0.110433159193356,NA
"ORC6",105.384642270489,-0.226607985904529,0.141983108972967,-1.59602073474581,0.110484164089375,0.331403863674775
"GCC1",1438.41736305258,0.176500278269024,0.11060269607625,1.59580448334953,0.110532452023825,0.331475758214462
"NR1H4",1.04231710642782,-0.923924174002411,0.578996992243953,-1.59573225142615,0.110548584790592,NA
"CDC40",3300.60882627931,0.0890731273938021,0.0558235312723371,1.59561972099643,0.110573721803885,0.331526579011648
"ATP1A3",243.78101062674,0.328447108953029,0.205870791466992,1.59540412028624,0.110621895234594,0.331538003270828
"PGAP3",44.3949041365501,-0.726529130623074,0.455408477818924,-1.59533510246147,0.110637319953563,0.331538003270828
"PHB2",6038.43173444584,0.0847441258421151,0.0531219173232366,1.59527611412185,0.110650504539912,0.331538003270828
"C17orf50",2.1635683432546,-0.663707049919216,0.416061000178609,-1.59521572469973,0.110664003569965,NA
"SLC25A12",1078.29226211238,0.110338730721237,0.0691743492181951,1.59508158686391,0.110693992458423,0.331595410375451
"NOA1",1409.90298492062,0.0793308156072159,0.0497411127709855,1.59487416319907,0.110740378325822,0.331626105810368
"SHPK",438.323963421408,-0.0871484288694148,0.0546447425690616,-1.59481817961305,0.110752900487806,0.331626105810368
"TM4SF20",12.2581514312122,-0.441669334045895,0.277070536148612,-1.59406821160153,0.110920757867054,0.332055771958695
"CSE1L",145.527479718128,-0.517684073316714,0.324786673265336,-1.59392030501753,0.110953885928011,0.332082008168377
"IYD",6.73974451080957,-0.773861470917559,0.485565986263121,-1.59373080654421,0.110996341139234,0.332136142640561
"RIPPLY3",25.1094867621669,-0.422521580838259,0.265266205384475,-1.5928209936349,0.111200354123,0.332615951658898
"TWF1",38.1083613908698,-0.615560258740051,0.386490411551657,-1.59269218677053,0.111229261186517,0.332615951658898
"IL18RAP",650.474573901776,-0.252707897257456,0.158667411965814,-1.59268935017294,0.111229897847488,0.332615951658898
"SF3B1",6.76206761560682,-0.713885345525291,0.448264349728747,-1.5925543620796,0.111260198614839,0.332633583487663
"ZNF264",2047.61339254044,-0.0812194512107,0.0510152047543548,-1.59206361322635,0.111370411873401,0.332759291142948
"SNRNP25",582.912957651343,0.172917496982747,0.10861371791441,1.59204104511928,0.111375482330931,0.332759291142948
"SSRP1",3941.17352873791,0.065518549091996,0.0411538070116764,1.59204102486574,0.111375486881447,0.332759291142948
"DOK2",330.390043407246,-0.386025917948465,0.242516663596024,-1.59175007698231,0.111440871503017,0.332881674027202
"KSR1",882.111628955393,-0.150639661649457,0.0946491676305912,-1.59155822941194,0.111484001913607,0.332937542962852
"VNN2",37.4993298577524,0.889859401387061,0.559241620071999,1.59118951352816,0.111566932142742,0.333069653380761
"CYSRT1",7.81961341744252,0.388004085278586,0.243852234642504,1.59114426754142,0.111577112056974,0.333069653380761
"SLC35E1",2316.91515957551,0.0629203481838215,0.0395499163783947,1.59090976531605,0.111629884558206,0.333154220829506
"BMPR1A",362.218363597174,0.137385378087608,0.08637901971609,1.59049475832401,0.111723326208815,0.333360099874376
"CCDC28A",1260.00970734304,0.0935386853743639,0.0588257197349853,1.59009844326195,0.111812616836061,0.333553505685162
"TMEM115",943.444889503853,0.076168469871458,0.0479100330326384,1.58982294626198,0.111874720058944,0.333607442748096
"ARC",10.9412775851555,0.423135805655165,0.266156445473717,1.5898010844789,0.111879649361816,0.333607442748096
"YARS1",3401.97923186218,0.08005509076322,0.0503596725788509,1.58966662537119,0.111909970403141,0.333624868021612
"GABARAPL1",5562.99340650998,0.305679722369367,0.192317639168668,1.58945234400094,0.11195830506491,0.333695975953363
"ERP44",5846.15403725618,0.0893892869529815,0.0562586341927434,1.58889898831763,0.112083199642386,0.333995192637892
"RAC2",28279.2368531282,0.0949204357996377,0.0597511788415611,1.58859519828609,0.112151812968014,0.33405276734363
"ANKRD34B",20.9432270509778,-0.685750686108737,0.431693467889064,-1.58851300081511,0.112170383594647,0.33405276734363
"BRMS1L",162.696052110671,0.102868357425039,0.0647655683579795,1.588318608685,0.11221431167124,0.33405276734363
"NFE2L2",604.48049355451,0.294070252205894,0.185150072132185,1.58828051655279,0.112222921191984,0.33405276734363
"PTBP1",5696.24400665158,0.117003307265146,0.0736670911831917,1.58827103644133,0.112225063952053,0.33405276734363
"LRPPRC",4809.06238574323,0.0593272149588132,0.037358724318694,1.5880417771419,0.112276892542668,0.334124988078697
"DUSP19",47.1367945778072,-0.427567232079324,0.269274148502076,-1.58785102267635,0.112320030739653,0.334124988078697
"FARS2",28.4653409565739,-0.529507162895777,0.333484758499007,-1.58780018996687,0.11233152851541,0.334124988078697
"SERPINB6",126.798818789443,-0.268593646252896,0.16916832733203,-1.58773010580001,0.112347382271803,0.334124988078697
"ICOS",1668.39719208341,0.227035426088306,0.143019179320851,1.58744741206333,0.112411348402011,0.334177237320496
"GZMK",7533.1469056805,0.229883992418865,0.144822121476789,1.58735412846241,0.112432462318459,0.334177237320496
"SOGA3",163.055821534935,0.268177823002057,0.168949277001803,1.58732743792206,0.112438504061027,0.334177237320496
"ATF7",492.175529276557,-0.285594324794471,0.179936961691849,-1.58719099238524,0.112469394239292,0.334196172548843
"KRTAP5.9",2.84119337689301,-0.690791374276177,0.435234968961047,-1.58716882498015,0.112474413394262,NA
"PRRG4",613.778498041866,-0.157949949431845,0.0995411595060404,-1.58678028481535,0.112562415530244,0.334367366217961
"ISOC1",814.308781948985,0.108257142097665,0.0682294925451421,1.58666198529968,0.11258922047416,0.334367366217961
"B4GALT7",531.484592835278,-0.0708269928517975,0.0446404058367091,-1.58661175955426,0.11260060241676,0.334367366217961
"CD163L1",4.00620624524476,-0.750995632379368,0.473687499006904,-1.5854242173455,0.112869982487847,0.334990224142274
"IFIT5",2460.24597830546,0.165917723497555,0.104655610884337,1.58536864001418,0.112882601986595,0.334990224142274
"DYNC1H1",10638.0527515161,0.0741201069918531,0.046755409038602,1.58527341575941,0.112904226378957,0.334990224142274
"GPR27",59.5659049806072,0.283619811539163,0.178912300845218,1.58524489484113,0.112910703804544,0.334990224142274
"MRPS24",1283.44421849615,0.0966273603164513,0.0609611047812147,1.5850657671517,0.112951392440474,0.334990224142274
"TMEM38B",561.972289961971,0.112990708299285,0.0712858274300552,1.58503748041853,0.112957818793682,0.334990224142274
"PRPSAP2",14.3101443924479,-1.08552940550063,0.684966421633896,-1.58479214632339,0.113013567382847,0.335082645949142
"HSD17B1",15.9781913339141,-0.333634168420402,0.210541846036492,-1.58464540280783,0.1130469230645,0.335108647535696
"XYLT1",2572.88188222508,0.153474995035066,0.096895716010642,1.58391930369977,0.113212083924999,0.335525267209771
"SETMAR",2.84671538194653,-1.2565842674291,0.793452947574078,-1.5836909690373,0.113264060943356,NA
"FAM160A1",16.8825495230008,-0.387178068969464,0.244509824961052,-1.583486753676,0.11331056348354,0.335744126147968
"PCDHGA11",1.60477669895134,-1.451790488767,0.916947813507972,-1.58328583958653,0.11335632895776,NA
"YWHAZ",3821.47105335115,0.16049885744727,0.101381614613851,1.58311601229265,0.113395024641615,0.335902055199278
"MEIS3",5.38620499307461,-1.12244193890033,0.709043637815795,-1.58303647199769,0.113413151726125,0.335902055199278
"PIGC",98.1386216146559,-0.449232484596186,0.283843781021077,-1.58267510029691,0.113495536406872,0.336073030898471
"ZNF711",64.6609352394795,-0.233297158751399,0.147424037735996,-1.58249063269575,0.113537609071324,0.336124589844081
"ADAMTS7",1.54995203604129,-1.25664067664342,0.794219043721325,-1.58223438052482,0.113596074469943,NA
"CCR2",1193.39304335605,-0.339780681693547,0.214748448614222,-1.5822264788694,0.113597877654617,0.336205665842756
"RNF103.CHMP3",5.2937183763528,-1.26150471230377,0.797333506900938,-1.58215439509994,0.113614328457207,0.336205665842756
"RASGEF1B",1220.84047493172,0.43710438033746,0.276349870661181,1.58170647698031,0.113716593423592,0.336404726205155
"GOLGA6L3",6.48659510918057,-0.944744441173599,0.597318165479986,-1.58164357920445,0.113730959527025,0.336404726205155
"NIBAN3",14.5623555361868,-0.28917787171506,0.182942659988142,-1.58070223606569,0.113946136871737,0.33684768046387
"ABCB7",529.198613711852,0.143597989302354,0.090847750288629,1.58064441712794,0.113959363881454,0.33684768046387
"ENDOD1",1609.99016794168,0.0992798680227658,0.062811058075099,1.58061129783968,0.113966940994594,0.33684768046387
"ZNF829",123.260614094743,-0.207832906423202,0.131493532416175,-1.58055611256539,0.113979567300027,0.33684768046387
"EIF2B4",277.136970801781,-0.244235286406298,0.154540125512266,-1.58040046620068,0.114015184881528,0.336879898099984
"MICALL1",1153.21738311209,0.0682138117710851,0.0431688937525536,1.58016121891124,0.114069950499135,0.336968666082188
"LAIR2",270.879637821684,-0.408612965934235,0.258610731944992,-1.58003097110893,0.114099773967762,0.33698373113339
"SPINK2",15.7483251911424,0.856784028117225,0.542342528479956,1.57978396147277,0.114156349816803,0.337077783362875
"ANXA2",3550.64432974196,0.186745857468417,0.118218075187941,1.57967262765471,0.114181857276946,0.337080076821479
"CIR1",2124.94397108127,0.0873129528403823,0.0552768313288809,1.57955784985026,0.114208158478408,0.33708471200968
"JADE3",70.5281261144833,-0.288864856722956,0.182923676072817,-1.57915510405534,0.114300484940583,0.337280629857543
"CC2D2B",9.54794607722465,-1.00376735968754,0.635677025246916,-1.57905244301954,0.114324028609086,0.337280629857543
"DNAJC24",546.226667311746,-0.125916947524226,0.0797510229750057,-1.57887564105214,0.114364584263111,0.337327263256049
"GPRC5B",1.50872211962847,-0.569038645985397,0.3604268860654,-1.5787907838877,0.11438405321364,NA
"ATF7IP2",160.139093875498,-0.280307280615626,0.177585620231619,-1.57843456159362,0.114465810474815,0.337543936633228
"FEZ1",104.503431663632,0.294346471101017,0.186491195249065,1.57833977474329,0.114487572931432,0.337543936633228
"SLC38A6",50.4722423051236,-0.503980190941022,0.319397928734427,-1.57790688542652,0.114587002954637,0.337746729435774
"PSMD9",19.032078296115,-0.845480673122631,0.535983305985848,-1.57743844571337,0.114694675060696,0.337746729435774
"UEVLD",177.47544331633,0.350264098816739,0.222052210914777,1.57739523229142,0.114704611789235,0.337746729435774
"KCNRG",8.71565939194205,-0.774714785433858,0.491147331800922,-1.57735721090688,0.114713355192713,0.337746729435774
"TMCO3",1572.56321976006,0.103005260048869,0.0653047142032502,1.57730205706562,0.11472603931065,0.337746729435774
"SUGP1",920.45228984694,-0.0857242350170213,0.0543531950619367,-1.57717011703427,0.114756386967878,0.337746729435774
"USPL1",285.531599264154,-0.18391556581378,0.116615883730243,-1.57710562172831,0.114771223895215,0.337746729435774
"TRAPPC5",17.1864694514963,0.96345944840247,0.610948081768315,1.57699070862757,0.114797663006119,0.337746729435774
"SELENOI",2282.0174827345,0.132547995001459,0.0840524934553091,1.57696684003711,0.114803155272597,0.337746729435774
"DNASE1L2",12.1425714632471,-0.382051944891714,0.242270785306331,-1.5769625066788,0.114804152419365,0.337746729435774
"CEP57L1",19.1585643808193,-0.79414440253208,0.50366641535909,-1.57672693337294,0.114858370321837,0.337833316246576
"POGLUT3",975.181826803742,0.114613013955951,0.072710624083504,1.57628978434189,0.114959034854071,0.338027048738847
"POLR3H",538.195698298959,0.204737700205233,0.129891120504758,1.57622552957908,0.114973836973829,0.338027048738847
"NARS1",3527.69601061834,-0.105927452590673,0.0672179798977398,-1.57587973860301,0.115053521242071,0.338177595037324
"SHISA8",41.7934874695161,-0.481557243713963,0.305607825577163,-1.57573597078054,0.115086663962764,0.338177595037324
"VKORC1L1",260.469795098619,-0.194813882328639,0.12364990464348,-1.57552796251923,0.115134629289951,0.338177595037324
"ARHGEF28",25.3331102103701,0.426400480990939,0.270660754312956,1.5754056478314,0.115162841587139,0.338177595037324
"CEP170",242.046405135204,-0.488937093380548,0.310387891131987,-1.57524538601487,0.115199814746916,0.338177595037324
"EYS",0.432367248382483,1.51379269409547,0.961138132860244,1.57500014029262,0.115256412169539,NA
"C1orf131",183.466109810343,0.243942180900091,0.154884216302,1.57499703148862,0.115257129754777,0.338177595037324
"ABCA6",23.3865621280215,-0.283552345564361,0.180036220804708,-1.57497388190535,0.115262473334732,0.338177595037324
"FEM1B",4479.13552070498,0.123325596546073,0.0783117418122792,1.57480339080819,0.115301833513734,0.338177595037324
"CLIC1",23.4861195089642,-0.474401178571419,0.301254281229961,-1.5747533168144,0.115313395781332,0.338177595037324
"TAX1BP1",6317.13736468967,0.099967140095089,0.0634814156016086,1.5747465482253,0.115314958743166,0.338177595037324
"VASH2",1.2355738222432,0.815207879759509,0.517685862596052,1.57471536053055,0.115322160633055,NA
"DPEP1",0.749102454261911,1.39534754859788,0.886112258158886,1.57468485031123,0.115329206421984,NA
"PRSS16",34.3449075829705,0.330519695325952,0.209898538471317,1.57466411025591,0.115333996159725,0.338177595037324
"VPS50",172.39210445478,-0.317959466973132,0.2019398586023,-1.57452555020018,0.115365999428789,0.338177595037324
"NLRP8",12.0684840720505,-0.597237155628242,0.379322469203132,-1.57448399216344,0.11537559946563,0.338177595037324
"CHI3L2",23.137655148922,-0.759054301086396,0.482117266312594,-1.57441841254082,0.115390749841935,0.338177595037324
"ZNF92",157.640143113353,0.332881743963661,0.211437232844639,1.57437618476712,0.115400506240859,0.338177595037324
"BBS10",277.553803182276,-0.183595253874422,0.116621500820753,-1.5742830660069,0.115422022899019,0.338177595037324
"ACADM",1397.16122975943,0.155223765804555,0.0986179693194658,1.5739906923222,0.115489601266333,0.338302872396329
"RPL22L1",1486.92463588207,0.14681085941191,0.0933157139807129,1.57327049378043,0.11565619847652,0.338718088791355
"IFIT2",3565.57249259309,0.271318244925855,0.172467433006336,1.57315639362411,0.115682609593132,0.338722657090096
"MCFD2",159.055192438785,-0.288555800802714,0.183495520555987,-1.57254956376263,0.115823154053321,0.339061338004032
"DUS3L",1.68742613436747,-2.24471657118804,1.42794931301753,-1.57198616976434,0.115953758693659,NA
"FREM2",16.6994941832863,-0.385209670303232,0.245070206528173,-1.57183394815864,0.115989066194273,0.339474119009651
"IL3",0.465429972018925,1.87038762601886,1.1902917099822,1.57136911089368,0.116096936577741,NA
"KIAA1755",5.01312316716768,-0.572035994907819,0.364091509942559,-1.57113247435532,0.116151880853009,0.339877659086844
"REST",2166.70600273484,0.139790559531561,0.0890165503214744,1.57038841683621,0.116324775569659,0.340310515349742
"ATRAID",2815.34403960503,0.0997557201027745,0.0635532243150392,1.56964058358827,0.116498751322603,0.340746347752591
"DEAF1",5.48927005997114,-0.815634662307847,0.519772088005033,-1.56921597202031,0.116597623797955,0.340904133486594
"NOC3L",537.025583869331,-0.131150170498534,0.0835819645675995,-1.56912045770906,0.11661987375987,0.340904133486594
"RHCE",8.92708466272484,0.834523013514255,0.531852699291318,1.56908673139431,0.11662773106735,0.340904133486594
"RAD51D",17.8140312310467,-0.758189502647225,0.483278579704586,-1.56884566063467,0.116683906060024,0.340995205745739
"SEPTIN11",181.430368891703,-0.260966176576401,0.166439434663486,-1.56793476920919,0.116896356443835,0.341476017861962
"ETNK1",218.173264990584,0.275787413761904,0.175899338395825,1.56787067124324,0.116911317668152,0.341476017861962
"LONP1",289.274747062596,-0.242576264380979,0.154735993953439,-1.56767832863743,0.116956221736305,0.341476017861962
"TRABD2A",273.964631587171,-0.445484136878182,0.284199074769242,-1.56750734406823,0.11699615095335,0.341476017861962
"CDK8",501.586847602323,0.111206273814337,0.0709474339283397,1.56744603232106,0.117010471402442,0.341476017861962
"ARHGEF17",38.1609729207812,-0.341025085684631,0.217574313570273,-1.56739589379187,0.117022183170674,0.341476017861962
"FBXO9",404.618192313978,-0.375721653394312,0.239711817834667,-1.56738894556068,0.117023806268028,0.341476017861962
"C19orf44",11.9888823526161,-0.522009750649504,0.333081775559384,-1.56721198502329,0.117065149967126,0.341523543247416
"PCDHGB3",12.5186221932555,0.454255366492522,0.289897718168007,1.56695047261208,0.117126268711842,0.341628727272076
"LRIT3",9.55553182454124,-0.469213095026882,0.299591804634468,-1.56617466755931,0.117307731536298,0.34208480548561
"FNBP1",13312.004098228,0.0690324427751049,0.0440980794513629,1.56542968841178,0.117482191743858,0.342488912013122
"HNRNPR",6164.64038925408,0.107675395307112,0.0687859791337378,1.56536835941178,0.117496562918075,0.342488912013122
"ZNF174",92.9721790515767,0.254785399290521,0.162877885123878,1.56427251677993,0.117753583480523,0.343110742625981
"HARS2",173.089229502759,-0.405623752911019,0.2593097431327,-1.56424416611081,0.117760238738396,0.343110742625981
"ENTPD3",0.481759614583367,1.59048085393891,1.01691163282172,1.56403054366252,0.117810395634483,NA
"ZNF121",297.958621861045,-0.225372043466464,0.144121743119493,-1.56376157121279,0.117873572120139,0.343301930637084
"DHX57",945.653379746481,-0.0854664002049409,0.0546547635254459,-1.56375025143325,0.117876231502682,0.343301930637084
"ZC3H7B",3050.71792998947,-0.0692199846868193,0.0442779539187385,-1.56330585676691,0.117980671396487,0.343532696247407
"ZNF280B",117.334961196176,0.188456159462934,0.120588261225877,1.56280683996208,0.118098034885254,0.34380098579368
"CHRM3",74.9310731526198,-0.233987727149098,0.149758592161308,-1.56243273772943,0.118186079833791,0.343935822490676
"CGB7",0.465865250302942,1.841706694585,1.17875317147242,1.56241929112646,0.118189245449675,NA
"ZNF256",332.147054823108,-0.230801625221659,0.147747574779359,-1.56213477998763,0.118256241005715,0.343935822490676
"KLHL30",32.6767518210419,-0.311753747423962,0.199577678766341,-1.56206720787124,0.118272156996418,0.343935822490676
"TNK1",14.0886381306789,-0.580265802108265,0.371484601487498,-1.5620184518679,0.118283642068148,0.343935822490676
"TMEM65",823.975278179341,0.106722795115192,0.0683299278697256,1.56187483936269,0.11831747682973,0.343935822490676
"RAD54L2",372.967227545396,-0.239726150033269,0.153499141890237,-1.56174260703484,0.118348637160601,0.343935822490676
"PARP15",1297.21922364781,-0.31432840303459,0.201273326473777,-1.56169925017632,0.118358855534083,0.343935822490676
"CPT1B",69.7175296967989,-0.561540455656203,0.359577432498517,-1.56166768240807,0.118366295882149,0.343935822490676
"JMJD8",325.124707684503,0.239360329010004,0.153274404757802,1.56164579068653,0.118371455855008,0.343935822490676
"MAD2L1",478.293636666465,0.16331181436149,0.104589846884603,1.56144998033774,0.118417617041827,0.343972149187827
"TMEM94",594.356186842655,-0.315405067110315,0.202013061204904,-1.56131026988595,0.118450561622638,0.343972149187827
"WBP1",1545.40095492971,-0.0667697989314346,0.0427664963866567,-1.56126418044072,0.118461431372812,0.343972149187827
"BANP",244.242300182403,-0.176149206574516,0.112831920029626,-1.56116466446964,0.118484903920532,0.343972149187827
"NHLH1",11.1605301784126,-0.413259571303624,0.264813696978614,-1.56056720637452,0.118625901339101,0.344308142089427
"RAE1",43.2190735006877,-0.666076637251562,0.426883936587919,-1.56032256115212,0.118683674459501,0.344342597778811
"NBPF11",922.847188942914,-0.186100082997836,0.119271760329219,-1.56030297938217,0.118688299659931,0.344342597778811
"BAX",500.57864683749,0.134100479657197,0.0859540018421669,1.56014236432457,0.118726242158248,0.344379374466254
"COPS6",2775.14584203594,0.0666549170664682,0.0427294490615389,1.55992924155123,0.118776603366298,0.344452149762264
"NT5C",6.35547492993048,-1.75406541631056,1.1246734215304,-1.55962200469155,0.118849233335511,0.34458945976665
"SHLD1",7.66194246888073,-1.14005967136346,0.731193303751367,-1.55917684901437,0.118954528703588,0.344821400729457
"SNORC",1.41498791260573,-0.987822860811348,0.633655732142775,-1.55892673371851,0.119013722065278,NA
"CSF3R",6678.69548429476,-0.22510865152581,0.144410665978766,-1.55880903948542,0.119041584075514,0.344900684155133
"HOXA10",25.3100798011954,0.605515956045941,0.388495463380577,1.55861782986322,0.119086860442147,0.344900684155133
"HHEX",1571.56928866238,-0.189656708806839,0.121683697974204,-1.55860408554518,0.119090115467596,0.344900684155133
"CDNF",36.9903773453133,-0.226939303714603,0.14562207006996,-1.55841283952066,0.119135414923491,0.344900684155133
"BOD1L1",3298.14500615559,-0.1048703935968,0.0672935218778542,-1.55840251290684,0.119137861319277,0.344900684155133
"CLDN16",49.425528327042,-0.348140149351599,0.223411924056824,-1.5582881299704,0.119164961502491,0.344900684155133
"ZNHIT6",54.9084966388994,-0.508786363912174,0.326517676755235,-1.55821996826705,0.119181113014684,0.344900684155133
"AZIN1",29.9845566503905,0.660196432950315,0.423689961914919,1.55820645352672,0.119184315654488,0.344900684155133
"HCST",2346.12726945466,0.152952675527012,0.0981793691239677,1.55789018499277,0.119259282279482,0.345044367962075
"TTC39B",61.4659932310212,-0.534452738401186,0.343169182163593,-1.55740307166162,0.119374817331077,0.345305339605811
"TRAPPC11",2277.65801100024,-0.090609921379692,0.0581855711177142,-1.55725757501599,0.1194093436815,0.345331923271558
"TMEM273",446.60080789294,0.222160543033933,0.142695780639976,1.55688235515841,0.119498419451752,0.345375326198606
"CAND1",4192.83560934784,0.0705776144573964,0.0453336075622088,1.55684972479957,0.119506168234932,0.345375326198606
"CBR4",813.332633534634,-0.153040472886391,0.0983044499319896,-1.5568010704731,0.119517722986264,0.345375326198606
"SMPD4",119.283139378929,-0.433451570665737,0.278430520849019,-1.55676744540797,0.119525709000647,0.345375326198606
"MYO16",1.39891778297335,-0.665451899557479,0.427607074262884,-1.55622284945729,0.119655109758375,NA
"CLK2",768.897397181135,-0.194081123053841,0.124718404707271,-1.55615463098147,0.119671326795834,0.345722802930736
"TASP1",2.4575002990508,-2.97058687079131,1.90973123782357,-1.55549996353244,0.119827043254155,NA
"TM4SF4",0.52647690155721,1.4655952467289,0.942242449272918,1.55543326227748,0.119842917439449,NA
"TP53INP1",3462.0902087725,-0.164488294504188,0.105781671389858,-1.55497915983921,0.119951032743491,0.346457422397496
"TRIM10",22.9443247676217,0.642007431416323,0.412927632511987,1.55476984553144,0.120000893202182,0.346528003039351
"IL22RA1",4.80965910162457,0.672203469981681,0.432419022869722,1.55451872935803,0.120060732637384,0.346627364085477
"RAI1",870.579266895056,-0.0982211725859522,0.0631923389936046,-1.55432089000365,0.120107892989268,0.346632929111003
