"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"EEF2K",819.350782860131,-0.322919339474379,0.0780332458176572,-4.13822770142043,3.49998931668895e-05,0.00495422383229456
"GALT",870.866999530592,-0.298063791756872,0.0720562273709135,-4.13654451019995,3.52574990266011e-05,0.00495422383229456
"PILRB",1172.35483090933,-0.491267894543696,0.118994424800401,-4.12849505653511,3.65145288722553e-05,0.00502754290456634
"GPRIN1",137.339177747777,0.478220386556467,0.115880257122752,4.12684954650979,3.67766828630632e-05,0.00502754290456634
"ZNF814",425.689941663422,-0.527700846323832,0.127985760198969,-4.12312155276852,3.73772328049168e-05,0.00502754290456634
"PLCB2",2142.09748001387,-0.522158731860205,0.126664066655426,-4.12239039569661,3.74961032472872e-05,0.00502754290456634
"PDE6A",183.957623463495,-0.531560079373634,0.128969077694829,-4.1216087520718,3.76235785961677e-05,0.00502754290456634
"RAB22A",2703.85349708199,0.224043855617139,0.0543908765833841,4.11914404934562,3.80282371400717e-05,0.00503228031280755
"GARRE1",1875.60204383637,-0.271767695637279,0.0661307465210292,-4.10955130456388,3.96428636282793e-05,0.005154172028016
"GAL3ST4",121.208971851873,-0.83347614984502,0.202900856501944,-4.10780005670914,3.99445662705508e-05,0.005154172028016
"RAP1B",14377.6974326783,0.340551543553312,0.0829372804683316,4.10613347375608,4.02337055276685e-05,0.005154172028016
"ZNF589",897.880991709552,-0.431581146495684,0.10517750597504,-4.10335976780152,4.07193302703308e-05,0.005154172028016
"TUBGCP6",3715.14585861815,-0.553603829811633,0.134953081227307,-4.10219481301932,4.09249465323661e-05,0.005154172028016
"ARPC4.TTLL3",332.057014842369,-0.844928739245332,0.206052909694254,-4.10054262518814,4.12182502607296e-05,0.005154172028016
"IMPG2",78.3737520725905,-0.655621441731853,0.16007047769589,-4.09582985675495,4.20658801614692e-05,0.00517619825772836
"ZDHHC11",51.559402067773,-0.941255411378405,0.229835409474583,-4.09534550629152,4.21539256498788e-05,0.00517619825772836
"KAT2A",1371.81271370821,-0.451957339623415,0.110789097060655,-4.07943878607458,4.51445551684281e-05,0.00542399623650725
"CRYZL1",664.609183959061,-0.130127882343174,0.0319068192627843,-4.07837212701904,4.53521350984864e-05,0.00542399623650725
"NT5DC3",413.364266305847,-0.502068765602061,0.123107298982754,-4.07830217826804,4.53657792341766e-05,0.00542399623650725
"COL27A1",6.14656031260432,-1.54501393683146,0.379374570128927,-4.07252899504149,4.65054086265285e-05,0.00548477200405713
"NOP2",146.388409807227,-0.715395303399373,0.175701060069956,-4.07166185061454,4.66789106728266e-05,0.00548477200405713
"TWIST1",3.44633348066684,1.93539699502967,0.475572707063908,4.06961326056416,4.70912425901946e-05,NA
"FAM53B",9718.62122891989,0.295380479136367,0.0726682270928864,4.06478169281333,4.80774411036695e-05,0.00560081642942749
"GDPD3",117.311183360929,-0.650417363550335,0.160115266814489,-4.06218205478129,4.86161381360573e-05,0.00561557595588527
"AP1G2",813.574236573196,-0.878438919802734,0.216450918403021,-4.05837464809054,4.94154464228955e-05,0.00565993726675686
"ZNF101",511.542940377887,-0.410984199240178,0.101376194552385,-4.05405037203095,5.03383696220058e-05,0.0056962586080003
"PCGF3",782.232910035867,-0.93802182040487,0.231502757386656,-4.05188184794787,5.08073223047533e-05,0.0056962586080003
"HES2",48.7528380513986,-0.707325918002555,0.174602714019275,-4.05105912571593,5.0986320629203e-05,0.0056962586080003
"IFIT1B",99.9794628592664,2.18208887425952,0.539243163813203,4.04657679631784,5.19720792486384e-05,0.00575918244031659
"NLRP1",2839.24635490968,-0.679843734621548,0.168390787645187,-4.03729767007227,5.40704433431589e-05,0.00594338824812303
"CENPT",1086.44855763783,-0.676448729764605,0.16770929448191,-4.03345999310472,5.49615415609031e-05,0.00595742336832188
"COG5",191.617909937405,-0.527545093692747,0.130852088896469,-4.03161384844337,5.53951508450443e-05,0.00595742336832188
"TMEM64",873.674759995624,0.435699770897918,0.10808378586216,4.03112980751405,5.55093740115098e-05,0.00595742336832188
"LRP10",7908.67873048532,0.19405438183209,0.0481731343602534,4.02826978998069,5.61888432217923e-05,0.00598323385244554
"DGAT1",1518.68980799801,-0.289349708750191,0.0719368881778231,-4.02227168952511,5.76395157771434e-05,0.00609012868249973
"CXCL13",32.5079671288169,1.34313298190953,0.33410347350942,4.02011079921222,5.81707765315189e-05,0.00609898218557387
"RAP1A",2496.23070291134,0.350175847564102,0.0872315785778698,4.01432432237263,5.96163270003359e-05,0.00613376420762592
"CALM1",32171.3776477387,0.215707740475464,0.0537426111577826,4.01371901789753,5.97694912340969e-05,0.00613376420762592
"MST1",72.4227802891917,-0.978576442943097,0.243913841676737,-4.01197585268662,6.0212660326414e-05,0.00613376420762592
"IFT140",167.137210316303,-0.317804820418858,0.0792209972759161,-4.01162357641102,6.03025974924338e-05,0.00613376420762592
"KIFC2",1241.40201313083,-0.763555536816717,0.190494655527622,-4.00827799972583,6.11630966679748e-05,0.00617520746358886
"DENND4B",8067.5450439185,-0.341183843671915,0.0852045728105958,-4.00429029120708,6.22039431748783e-05,0.00621971969191611
"MEGF6",613.839802169676,-0.683717590860334,0.170825124723306,-4.00244163127518,6.26921371665522e-05,0.00621971969191611
"ANKRD23",145.85054376722,-0.570386465469915,0.142547279672078,-4.00138443035922,6.29729506591653e-05,0.00621971969191611
"INPPL1",5327.14998733978,-0.284507931928681,0.0711524694663206,-3.9985672185749,6.37270835003159e-05,0.00624892192884392
"FAM118A",54.3451071205632,-0.883156508317637,0.221016703102895,-3.99588128824128,6.44540279050383e-05,0.00627506000246909
"GSAP",2164.75235790295,-0.348325138863503,0.087223618292706,-3.99347270477349,6.51125772604266e-05,0.00629421580184124
"TMEM63A",3301.48329584456,-0.447587698178968,0.112261759009839,-3.98700057906399,6.69138623415879e-05,0.00642278833602707
"LRRC36",9.02531864505623,-1.15687730321095,0.290681935790936,-3.97987339689041,6.8951979101931e-05,0.00655506354687692
"FBF1",435.383735697173,-0.417652541976775,0.104968551182034,-3.97883496793712,6.92537894901157e-05,0.00655506354687692
"DYNLT3",1177.62240729214,0.311152736500964,0.0782910785922253,3.97430642285037,7.05846424384274e-05,0.00661808005418728
"ARHGAP4",815.732129064423,-0.722162543963317,0.18175491534523,-3.97327655536371,7.08906594212284e-05,0.00661808005418728
"GLRX5",1652.55588587059,0.361741205346378,0.0910958157736631,3.97099693629355,7.15724998096412e-05,0.00663628008439054
"RUSF1",1529.81112802494,-0.328907761730681,0.0828860681705071,-3.96819114466952,7.24202375682738e-05,0.0066695124192944
"KCND1",95.4642622046614,-0.743720622950167,0.187519097813346,-3.96610602132087,7.3056375840574e-05,0.00668294230004714
"EPHB4",145.764303647363,-0.645332490905188,0.162830745192104,-3.96321032704136,7.39485773647733e-05,0.0066848740630699
"TYK2",5320.73284242498,-0.480779394456374,0.121321434002344,-3.96285617961857,7.40583993781038e-05,0.0066848740630699
"LZTR1",1805.1333635449,-0.462119974529835,0.116693597973915,-3.96011420123609,7.49139292828163e-05,0.00668949084327477
"ATG16L2",1005.4788266756,-0.82764402611743,0.209151225976373,-3.95715598727078,7.58474044362549e-05,0.00668949084327477
"YY1AP1",487.571395054585,-0.81218144663813,0.205251791075175,-3.95700053277812,7.58967615942203e-05,0.00668949084327477
"SEMA6B",144.35644522843,1.47354998336003,0.372442732829352,3.95644713528398,7.60727131847094e-05,0.00668949084327477
"ZMIZ2",895.671593395434,-0.58229291898475,0.147383610975083,-3.95086614537618,7.78688688935527e-05,0.00679212693518152
"NRBP2",393.91066066952,-0.609934118760072,0.154463970019557,-3.94871450398981,7.85719914454971e-05,0.00679212693518152
"MRI1",870.120508805403,-0.416084598318714,0.105385599632117,-3.94821113862988,7.87373474946785e-05,0.00679212693518152
"YTHDC2",1765.09493171055,-0.323579821203333,0.082001309855748,-3.94603234719733,7.94568840969117e-05,0.00679212693518152
"HTR3B",30.9692915863036,-0.638194939490443,0.161768431467642,-3.94511422099126,7.97619491456648e-05,0.00679212693518152
"ENO1",492.136149144137,-0.71398459203227,0.181043771299788,-3.94371254479666,8.02298192636995e-05,0.00679212693518152
"TGFB3",105.25100421009,-0.49491991083436,0.125567261311186,-3.94147252768243,8.09829115652825e-05,0.0068116914915253
"PLEKHA3",1064.61503776203,0.288665120521751,0.0732640995858383,3.94006235186911,8.14604338311536e-05,0.0068116914915253
"ACIN1",957.481917174767,-0.337396047600466,0.0857096167329552,-3.93650164895368,8.26780524601496e-05,0.00685558176641324
"ZMAT2",4043.48702476808,0.205620313727819,0.0522463262970402,3.93559372115064,8.29912686322953e-05,0.00685558176641324
"ZNF783",1017.68650267733,-0.315858195183439,0.0803737300061209,-3.92986856724685,8.49923065181214e-05,0.00697858516772286
"PHKA2",1630.16847255881,-0.235357732629562,0.0599120886429855,-3.92838470432991,8.55183328311913e-05,0.00697972979933615
"CPNE1",91.1272669724409,-0.752027009980062,0.191651926244098,-3.92392095773794,8.71193294524509e-05,0.00706807416926729
"TELO2",1029.12069865842,-0.444774510278593,0.113508918049541,-3.91841027049936,8.91348985182307e-05,0.0071514700296347
"SLC48A1",453.943697992959,-0.233775957253789,0.0596721834280696,-3.9176705765357,8.9408775877257e-05,0.0071514700296347
"HAUS5",721.551667965071,-0.413079350801739,0.105462694403022,-3.9168291037888,8.97213041135388e-05,0.0071514700296347
"SIAH1",30.4741992417186,-1.48774909131528,0.3803072426852,-3.91196623238325,9.1547714629757e-05,0.00722154786707827
"DR1",5066.28203755343,0.282993250151912,0.0724091881311871,3.90825056122989,9.29668639630178e-05,0.00722154786707827
"MAGED2",1488.29260236541,0.218727064854624,0.0559696379251476,3.90795926082538,9.30789959947338e-05,0.00722154786707827
"MYO6",271.757868225841,0.580017266541638,0.148430941552108,3.90765739593465,9.3195329434732e-05,0.00722154786707827
"HOXB7",48.8106531721515,0.612460317533212,0.156739017784762,3.90751662342467,9.32496276306512e-05,0.00722154786707827
"RNF5",2086.08092217149,0.226805648232974,0.0581803105875192,3.89832309148291,9.6861125214461e-05,0.00745885387950905
"ABCA7",3581.03315257515,-0.528913950471404,0.135825861033774,-3.89405924943768,9.85805546152891e-05,0.00754861213149657
"SLC8B1",1137.6740130369,-0.336706747531678,0.0864987402795425,-3.89262024445125,9.91673200427311e-05,0.00755112051498562
"MYBPC3",74.2547015318895,-1.05571604262553,0.271334559257704,-3.89082778660293,9.99028203590472e-05,0.00756486356385452
"TRMT11",366.427853160716,-0.445161092293923,0.11459413055163,-3.8846762059367,0.000102466356106237,0.00771611289352492
"TMEM120B",492.310151016803,-0.433305562388221,0.111634243152048,-3.88147534442502,0.00010382467957314,0.00777544166253792
"C1QTNF6",219.757483770804,-0.669080988327348,0.17245968408669,-3.87963709820449,0.000104612424915031,0.00778599928050022
"SHROOM1",125.059121460096,-0.660249319369227,0.170254751775121,-3.87800817589696,0.000105315178891645,0.00778599928050022
"GJB7",1.28352856499345,2.92063800453893,0.753224829504919,3.87751158768705,0.000105530302836845,NA
"PSMD10",1258.30898499255,0.215917558219888,0.0556895023092229,3.87716803466798,0.000105679373946628,0.00778599928050022
"RANGAP1",194.089074920276,-0.600344430021292,0.155023705732727,-3.87259759521122,0.000107681534894187,0.00787999566240757
"DGKA",4315.82729620397,-0.458734318584794,0.118486197184,-3.87162664924097,0.000108111459198108,0.00787999566240757
"INTS6L",1367.60676534412,-0.45097873390248,0.116616659217503,-3.86718961877782,0.00011009682081465,0.00798201950906213
"RHOT2",2857.48156799593,-0.540497541447988,0.139816323326249,-3.86576852108166,0.000110739933384382,0.00798616556629166
"SLC7A14",86.9347995260807,-0.643750547306262,0.166651049854933,-3.86286523767258,0.000112064835595999,0.00803917741670243
"TEPSIN",1338.05136909916,-0.528992513195797,0.137162975914946,-3.85667130409757,0.000114941556145531,0.00814010231384126
"GSTK1",2023.79668298278,-0.889175393214478,0.230611440586652,-3.85572975457118,0.000115384901978971,0.00814010231384126
"UBL3",5652.28869915226,0.307166713945573,0.0797127597920111,3.85341963754663,0.000116479505424225,0.00814010231384126
"SCNN1D",37.4703940247683,-1.24159427884637,0.322239155861344,-3.85302113744556,0.000116669314384199,0.00814010231384126
"PCSK4",32.4787259464526,-0.796176103076053,0.206658757750122,-3.85261245032129,0.000116864278454168,0.00814010231384126
"PAQR6",9.64678657387744,-1.90592934624343,0.494762163793499,-3.85221321620487,0.000117055029604761,0.00814010231384126
"LYG1",35.3337201406947,-0.717768241298366,0.186786759685463,-3.84271477543185,0.000121680850610165,0.0083121176572332
"XRCC2",194.970565275473,-0.482094560220072,0.12547985654141,-3.84200758199764,0.000122032065664546,0.0083121176572332
"SZRD1",1880.03932012739,0.3220264854687,0.0838631345356968,3.83990518899133,0.00012308183420724,0.0083121176572332
"TTC28",111.727624065295,-0.503655396808343,0.131189510249091,-3.83914381456297,0.000123464099677951,0.0083121176572332
"CHKB",2163.15776873306,-0.522207687761845,0.136044878279049,-3.83849575498694,0.000123790354300464,0.0083121176572332
"NXF1",5327.54413792717,-0.393535251263025,0.102531445650977,-3.83819079858332,0.000123944160482537,0.0083121176572332
"PCOLCE",78.5135671152546,-0.520462207419081,0.135653409364082,-3.83670568885007,0.000124695760746751,0.0083121176572332
"VSTM4",100.205952621695,-0.622432702064705,0.16225022915089,-3.83625160544983,0.000124926424427313,0.0083121176572332
"TMEM212",605.496900047072,-0.344915626940835,0.0899137247624163,-3.836073167386,0.000125017176796244,0.0083121176572332
"YKT6",3857.1550391032,0.170939454972373,0.0445778851458016,3.83462459946853,0.00012575621181053,0.00832066585911419
"GAR1",432.580022237649,0.351040998548117,0.0918063757617364,3.8237104518663,0.000131458284045977,0.00847623401924883
"NKTR",5157.58114366467,-0.722861467419914,0.189093845250369,-3.82276570907325,0.000131963154786198,0.00847623401924883
"VPS16",2078.96234328847,-0.298932911998201,0.0782418426061113,-3.8206271994782,0.000133112731454435,0.00847623401924883
"PPP1R3E",439.898864449715,-0.736951020207014,0.193088555875142,-3.81664784257619,0.000135277031172107,0.00847623401924883
"UBE2V2",1667.30484370324,0.217259745834481,0.0569385250952957,3.81568973679706,0.000135803057107276,0.00847623401924883
"ACAP1",6836.97903820309,-0.284303788723417,0.074519083985494,-3.81518093779522,0.000136083184287817,0.00847623401924883
"ARGFX",276.687597390547,-0.558608554697579,0.146516366841932,-3.81260173684369,0.00013751159688636,0.00847623401924883
"CYB5RL",110.466933132209,-0.383276894877009,0.100544961364193,-3.81199504855053,0.000137849638753554,0.00847623401924883
"PDE12",252.171868459718,-0.509250986908336,0.133638107483658,-3.81067194453207,0.00013858957881601,0.00847623401924883
"ADCK5",342.062587010293,-0.564787551926741,0.148242541408784,-3.80988848787556,0.000139029485379647,0.00847623401924883
"DYNLL2",4233.52773828774,0.246989498768478,0.0648380135386882,3.80933167579389,0.000139342931481156,0.00847623401924883
"SELENON",522.197286383041,-0.386300062094694,0.101420798268853,-3.80888406212958,0.000139595389043418,0.00847623401924883
"TUBA1A",218.148050281907,-0.890248110128762,0.233759957360945,-3.80838583382415,0.000139876900290011,0.00847623401924883
"CFAP44",293.877165817617,-0.642785479074591,0.168810257670777,-3.80773945815655,0.000140242915345234,0.00847623401924883
"TTC24",177.089933619135,-0.66265112309153,0.174034378976649,-3.80758748350774,0.000140329103013557,0.00847623401924883
"NPIPB3",3855.27196292835,-0.599118546602067,0.157367491022232,-3.80713032094683,0.000140588669318272,0.00847623401924883
"PYURF",2562.87207861717,0.242912098433571,0.0638267331718947,3.80580497170948,0.000141343730077181,0.00847623401924883
"POLI",727.820706396544,-0.433467486285687,0.113898076939359,-3.80574894619573,0.000141375732191947,0.00847623401924883
"SLC15A2",155.479752391288,-0.746256726457227,0.196103897984134,-3.80541505869303,0.000141566592333813,0.00847623401924883
"SLC4A1",666.672866825958,1.64910155562699,0.433359540210174,3.80538883447033,0.00014158159316262,0.00847623401924883
"TUT1",593.400830282984,-0.272544758416639,0.071621289472323,-3.80535955753715,0.000141598341977184,0.00847623401924883
"DCHS1",230.894303452594,-0.59084236025262,0.155279418856874,-3.80502686448885,0.000141788800908931,0.00847623401924883
"TECPR1",3014.3112843001,-0.246635193081022,0.0648491710097063,-3.80321273565866,0.000142831598836903,0.00848910192813815
