"InNeurons","Astrocytes","Oligodendrocytes","Endothelial","ExNeurons","OPC","Microglia","Unknown"
"X358_120502.Salmon.count.data",0.560071715604398,0.152846524189256,0,0.166745121282112,0.0118453253888521,0,0.108491313535381,0
"X359_120502.Salmon.count.data",0.507098463977661,0.239919515012168,0.0520870629680035,0.174412736045034,0,0,0.0262905480687441,0.000191673928389224
"X360_120502.Salmon.count.data",0.439542098548106,0.245568152171985,0.00960368152290761,0.243068496636893,0,0,0.0622175711201085,0
"X36_120416.Salmon.count.data",0.49139211788757,0.217922296504899,0.0125326517906132,0.162663456089916,0.0510092468848495,0,0.0644802308421527,0
"X363_120502.Salmon.count.data",0.239361262198054,0.397650469713603,0.0902913576724271,0.242849828241859,0,0.00103795038236945,0.0280231174207824,0.000786014370905112
"X364_120502.Salmon.count.data",0.299894259383814,0.320071339511355,0.0584607745215432,0.280727637207036,0,0,0.0408459893762526,0
"X366_120502.Salmon.count.data",0.313245626530098,0.403464795154994,0.087002290387119,0.183563280768093,0,0,0.0127240071596961,0
"X367_120502.Salmon.count.data",0.509041600554137,0.263034557344202,0.0342648063974235,0.166659978043459,0,0,0.0269990576607785,0
"X368_120502.Salmon.count.data",0.558645962419767,0.213214130229691,0.0131900541300811,0.176816276856991,0,0,0.0375750051881524,0.000558571175316656
"X369_120502.Salmon.count.data",0.378378365272407,0.405988565904674,0.0181204297213424,0.180121862225223,0,0,0.0173907768763539,0
"X370_120502.Salmon.count.data",0.361941919166384,0.313198830685218,0.0637058303668565,0.224437594585105,0,0,0.0367158251964365,0
"X371_120502.Salmon.count.data",0.445949401655668,0.331217432128483,0.0179284725121455,0.175074657163795,0,0,0.0298300365399076,0
"X37_120416.Salmon.count.data",0.348710942055137,0.328005517492011,0.0478707815630186,0.186051662105778,0,0,0.0893610967840558,0
"X372_120502.Salmon.count.data",0.328404792152036,0.341721945204681,0.017096844103372,0.241129824536938,0,0,0.0716465940029727,0
"X375_120502.Salmon.count.data",0.399141683450608,0.337894660100846,0.0245010810715117,0.206366374805593,0,0,0.0320962005714404,0
"X377_120503.Salmon.count.data",0.592571345965819,0.213621815023467,0.0261326268817832,0.152034531655362,0,0,0.0156396804735686,0
"X378_120503.Salmon.count.data",0.339812780578466,0.193593280214161,0.0133343088392928,0.282894218199244,0.0964984745185939,0,0.0730530702306769,0.00081386741956668
"X380_120503.Salmon.count.data",0.692402238462484,0.0604518423269762,0.000163066644275698,0.0780037609053718,0.120896126750751,0,0.00714019051597057,0.0409427743941709
"X381_120503.Salmon.count.data",0.132588314684348,0.36953413947976,0.137678140583675,0.271891301634438,0,0,0.0881968567760528,0.000111246841726541
"X38_120416.Salmon.count.data",0.354988290474222,0.143533655542326,0.0618460742673509,0.358354712959621,0,0,0.0812772667564799,0
"X383_120503.Salmon.count.data",0.491517144215646,0.28448801935355,0.0198738477168745,0.180860910869735,0,0,0.0232600778441947,0
"X384_120503.Salmon.count.data",0.45159281192506,0.251017423090746,0.047269741609603,0.216420574781229,0.00217158898389462,0,0.0315278596094679,0
"X385_120503.Salmon.count.data",0.57191043513609,0.115025935690381,0.0889731126918047,0.194076125504835,0,0,0.0300143909768889,0
"X386_120503.Salmon.count.data",0.373662521471376,0.313420051749319,0.0266469596508761,0.211156958968856,0.0295161485824657,0,0.045597359577107,0
"X388_120503.Salmon.count.data",0.37742300269772,0.2732949388948,0.0959304521648066,0.234893237082853,0,0,0.0184583691598203,0
"X389_120503.Salmon.count.data",0.615569423730231,0.146292175606671,0.0181337396251163,0.167891493479868,0,0,0.0521131675581141,0
"X390_120503.Salmon.count.data",0.640737090742478,0.0995797655569032,0.0279013087255109,0.202112546864879,0.00382288548035789,0,0.0258464026298714,0
"X391_120503.Salmon.count.data",0.524682190292602,0.202900611292525,0.0173907535940228,0.224781399250574,0,0,0.0302450455702762,0
"X39_120416.Salmon.count.data",0.574018022164622,0.137499567620757,0,0.199069723446184,0,0,0.089412686768436,0
"X392_120503.Salmon.count.data",0.281500433706356,0.33864332369432,0.0777379341184842,0.254759547236005,0,0,0.0473587612448353,0
"X393_120503.Salmon.count.data",0.184851989096489,0.400803160690101,0.100245889329193,0.262938198712848,0,0,0.0511607621713701,0
"X394_120503.Salmon.count.data",0.203763889742199,0.397396166696285,0.108705169398973,0.232317887315777,0,0,0.0578168868467656,0
"X396_120503.Salmon.count.data",0.320691967814232,0.450943817640638,0.0738417980335429,0.133710013133884,0,0,0.020812403377703,0
"X397_120503.Salmon.count.data",0.249100174601077,0.454698026131575,0.103561025772537,0.162572505456222,0,0,0.030068268038588,0
"X398_120503.Salmon.count.data",0.14480644366112,0.452100540706895,0.153582610449344,0.232234621195469,0,0,0.017275783987171,0
"X399_120503.Salmon.count.data",0.49939610110698,0.249227764518409,0.033818337312728,0.196392209155388,0,0,0.0204063662909715,0.000759221615523686
"X40_120416.Salmon.count.data",0.495568016482656,0.220309479605312,0.0209139107899684,0.211202591195197,0,0,0.0520060019268661,0
"X402_120503.Salmon.count.data",0.272495709489203,0.249533638911903,0.144699152037196,0.287253640721025,0.000849337580293844,0,0.0451685212603787,0
"X403_120503.Salmon.count.data",0.576656295357652,0.168230548411145,0.034902777184592,0.195949910324597,0,0,0.0242604687220138,0
"X405_120503.Salmon.count.data",0.634127882291369,0.109715277159837,0.0548519250323718,0.197452836069807,0,0,0.00385207944661491,0
"X406_120503.Salmon.count.data",0.327120032235609,0.241662281253447,0.0235252281462741,0.289729374428932,0,0,0.117963083935738,0
"X407_120503.Salmon.count.data",0.361481589556009,0.356138275617464,0.0571424908574379,0.153294515255985,0.0458475057545963,0,0.0260956229585086,0
"X408_120503.Salmon.count.data",0.428227996426589,0.190313757167692,0.0340705226980319,0.227694953416909,0.0868257615010513,0,0.0328670087897274,0
"X410_120503.Salmon.count.data",0.45805296078893,0.26317271831662,0.0190545026147058,0.206960196364951,0,0,0.0527596219147936,0
"X411_120503.Salmon.count.data",0.517557730584724,0.271248771691279,0.0327862484644958,0.156195204128902,0,0,0.0218609729691548,0.000351072161444042
"X412_120503.Salmon.count.data",0.293031490015129,0.408561000050826,0.0193689790990416,0.240398739118696,0,0,0.038639791716308,0
"X413_120503.Salmon.count.data",0.5382114131181,0.209697592705997,0.0140895659854075,0.192659795274884,0.000504280329120982,0,0.0448373525864914,0
"X414_120503.Salmon.count.data",0.584058806602418,0.202238147176565,0.00713265785981921,0.181126946367734,0,0,0.0254434419934636,0
"X415_120503.Salmon.count.data",0.367091114609197,0.357359636401348,0.0533861121521667,0.190780775125249,0,0,0.0313823617120388,0
"X416_120503.Salmon.count.data",0.437740621504482,0.251520658681332,0.0117230620289305,0.28516943588925,3.97558463729756e-05,0,0.0138064660496326,0
"X418_120507.Salmon.count.data",0.337942077032253,0.303043386823705,0.115321406088278,0.204103296868951,0.000361334384399742,0,0.0392284988024135,0
"X419_120507.Salmon.count.data",0.405046342758968,0.218040763222235,0.113714957639115,0.232311312832709,0,0,0.0291297587898543,0.00175686475711877
"X420_120507.Salmon.count.data",0.342306611815785,0.275113344159402,0.108067147487307,0.23409579332389,0,0,0.0404171032136155,0
"X423_120507.Salmon.count.data",0.471017532039359,0.23651142457391,0.014184680436835,0.260376436766587,0,0,0.0179099261833089,0
"X424_120507.Salmon.count.data",0.284888747095129,0.342120357136957,0.0824212871331719,0.236691520685774,0,0,0.0538780879489685,0
"X425_120507.Salmon.count.data",0.245137972401629,0.392487277545192,0.147000817095065,0.181234301910037,0,0,0.0341396310480769,0
"X426_120507.Salmon.count.data",0.288462821988016,0.549809887094451,0.0430760844402307,0.111995283854073,0,0,0.00665592262322944,0
"X427_120507.Salmon.count.data",0.238782163166073,0.267306142350257,0.165231337949407,0.255428840536878,0,0,0.0732515159973851,0
"X428_120507.Salmon.count.data",0.306000592243942,0.2869467446461,0.0681867248276219,0.262024225390698,0,0,0.0768417128916379,0
"X429_120507.Salmon.count.data",0.622382666570733,0.164283767425804,0,0.166551849586831,0,0,0.0467237765628528,5.79398537790728e-05
"X430_120507.Salmon.count.data",0.590884573987341,0.0654949075264518,0.0601300674861349,0.25423483697859,0,0,0.0292556140214816,0
"X431_120507.Salmon.count.data",0.554022508322553,0.160425795526817,0.047996531608109,0.204592861313461,0,0,0.0329623032290605,0
"X433_120507.Salmon.count.data",0.373758490225634,0.295938105749592,0.0713937523748135,0.233366208865019,0,0,0.0255434427849424,0
"X434_120507.Salmon.count.data",0.432072231475918,0.25461168102687,0.0943120437484354,0.204029677181018,0,0,0.0149743665677581,0
"X435_120507.Salmon.count.data",0.295720880862087,0.198075357565156,0.0792102500700559,0.327735009595484,0,0,0.0992585019072166,0
"X437_120507.Salmon.count.data",0.495341523796402,0.273997846121319,0.0877145071552337,0.134063037744251,0,0,0.008883085182794,0
"X438_120507.Salmon.count.data",0.278207652293059,0.403598598196547,0.0649778635650012,0.205258617436895,6.29456806915896e-05,0,0.047894322827806,0
"X440_120507.Salmon.count.data",0.55677467003803,0.236107431756839,0.021754675290181,0.162240693133396,0,0,0.0228465382915562,0.000275991489997611
"X44_120416.Salmon.count.data",0.463614589342997,0.266895413957228,0.0604977917246424,0.198220858634484,0,0,0.0107713463406486,0
"X443_120507.Salmon.count.data",0.47639581865935,0.112621675391322,0.0491626433223017,0.182489199386268,0.166709678091539,0,0.0126209851492188,0
"X444_120507.Salmon.count.data",0.419799831831366,0.295821861940582,0.0409841491056235,0.206033820644289,0,0,0.0373603364781396,0
"X445_120507.Salmon.count.data",0.217274087077762,0.401403845431378,0.132535642040961,0.212197392011519,0,0,0.0365890334383806,0
"X448_120507.Salmon.count.data",0.111655968898297,0.5453844795866,0.134164691693558,0.176184325905731,0,0,0.0326105339158136,0
"X449_120507.Salmon.count.data",0.504948286120669,0.220354963271057,0.0359170673061724,0.213277435438885,0,0,0.0255022478632157,0
"X450_120507.Salmon.count.data",0.271171420081195,0.397266839432121,0.0196805058471892,0.279533157462109,0,0,0.032348077177386,0
"X451_120507.Salmon.count.data",0.555850412368173,0.138073836131095,0.022261647187165,0.220366980438424,0,0,0.0634471238751435,0
"X45_120416.Salmon.count.data",0.385681702958363,0.182445411448397,0.068907836100157,0.232348778355091,0,0,0.130616271137992,0
"X452_120507.Salmon.count.data",0.544893776840121,0.0681940782233143,0.0699927991138558,0.208641541747611,0.08286602080245,0,0.0242901634374091,0.0011216198352393
"X453_120507.Salmon.count.data",0.444994934651001,0.128614708643528,0.100383671805562,0.249446977521966,0.0172165428918022,0,0.0593431644861415,0
"X456_120507.Salmon.count.data",0.186406487274073,0.411485192279553,0.0959795657761854,0.274789520905141,0,0,0.0313392337650471,0
"X458_120507.Salmon.count.data",0.277449652803731,0.415682550010723,0.0833801609284952,0.190135605571322,0,0,0.0333520306857277,0
"X459_120514.Salmon.count.data",0.115816029857834,0.522028826674958,0.131966701613056,0.213791530368119,0,0,0.0163969114860323,0
"X460_120514.Salmon.count.data",0.41881934393212,0.12075842710138,0.0636799897021308,0.208475581922487,0.153225154845289,0,0.0350415024965932,0
"X461_120514.Salmon.count.data",0.729808373413324,0.0761448319054325,0.00529275756316933,0.169759807745249,0,0,0.0189942293728255,0
"X46_120416.Salmon.count.data",0.447698570632114,0.358565198132328,0.0477196694939039,0.135822721029069,0,0,0.0101938407125845,0
"X462_120514.Salmon.count.data",0.446776973712863,0.210359948591763,0.0582159497409216,0.259827048357635,0,0,0.0248200795968168,0
"X463_120514.Salmon.count.data",0.29959408836452,0.296311929786774,0.065859480110738,0.285123015142756,0,0,0.053111486595212,0
"X464_120514.Salmon.count.data",0.0768459681114138,0.450650671789542,0.170819718775604,0.25985427250088,0,0,0.0418293688225607,0
"X466_120514.Salmon.count.data",0.608357744442993,0.0995677275522802,0.00400440191089681,0.229313707691799,0,0,0.0586801231825983,7.62952194320012e-05
"X468_120514.Salmon.count.data",0.446008322765624,0.201688795975422,0.0469450596252352,0.252737802644811,0.0146493238776518,0,0.0379512574615963,1.94376496589869e-05
"X469_120514.Salmon.count.data",0.161283298719075,0.316632827762468,0.117350069865029,0.332098459928649,0,0.000213214428376041,0.0724221292964023,0
"X470_120514.Salmon.count.data",0.552656636161626,0.223785684453692,0.0210943505827082,0.181981345224045,0,0,0.0204819835779297,0
"X471_120514.Salmon.count.data",0.472792140974834,0.224028889643461,0.0324446674309074,0.214703576651507,0.0176914660241559,0,0.0383392592751359,0
"X47_120416.Salmon.count.data",0.456843251982115,0.229486123561179,0.107288634940466,0.170342101058008,0,0,0.0349762619281131,0.00106362653011961
"X472_120514.Salmon.count.data",0.528411811541782,0.169034363350445,0.0404056804951876,0.18258568750648,0.0202967472130373,0,0.0592657098930685,0
"X473_120514.Salmon.count.data",0.466575986169423,0.229993369381279,0.0775698462958561,0.201394867287888,0,0,0.0244659308655536,0
"X474_120514.Salmon.count.data",0.384553544778205,0.327650280862772,0.0739367278387277,0.177454948294438,0,0,0.0364044982258579,0
"X475_120514.Salmon.count.data",0.249726943173152,0.270410918035979,0.122392952356925,0.254161959123797,0,0,0.096510012160068,0.00679721515007887
"X476_120514.Salmon.count.data",0.422610255896482,0.207278339755411,0.104122185117615,0.218022719326036,0,0,0.0479664999044558,0
"X477_120514.Salmon.count.data",0.451325645447558,0.258856191251407,0.0460111802515893,0.189033371139047,0,0,0.0541424383909502,0.000631173519449398
"X478_120514.Salmon.count.data",0.32045463366865,0.340769160507568,0.00456114321480646,0.275128014748036,0,0,0.0590870478609386,0
"X479_120514.Salmon.count.data",0.207547415962938,0.310075273029462,0.0857312222067061,0.302152202732716,0,0,0.0944938860681784,0
"X480_120514.Salmon.count.data",0.407714328794013,0.367815042773401,0.0327528393797776,0.173543966431339,0,0,0.0181738226214686,0
"X481_120514.Salmon.count.data",0.465622057781757,0.163992161803841,0.0535462922718888,0.22617187418838,0.0362160503821956,0,0.0544515635719372,0
"X482_120514.Salmon.count.data",0.453440985661093,0.328660735629931,0,0.190642320065385,0,0,0.0267518407722208,0.000504117871369756
"X483_120515.Salmon.count.data",0.529987725736824,0.263122572987407,0.0268816670454374,0.167514563198794,0,0,0.0124934710315374,0
"X484_120515.Salmon.count.data",0.372848722801769,0.167417037822183,0.123735174637064,0.242872669072147,0.0783727255037583,0,0.0137871464598283,0.000966523703250155
"X485_120515.Salmon.count.data",0.498735035332372,0.0615564202282057,0.0694414991847557,0.260731578828852,0.0412363874144514,0,0.0671415675534335,0.00115751145793007
"X486_120515.Salmon.count.data",0.147703553677547,0.339728103527123,0.0848737906791938,0.339503615161994,0,0,0.0881909369541423,0
"X487_120515.Salmon.count.data",0.603215906818143,0.113204675782141,0.0152938544839501,0.164862744127536,0.069736452913721,0,0.0336863658745089,0
"X488_120515.Salmon.count.data",0.529212752345447,0.189242944916015,0.0696464185665577,0.185527154081002,0,0,0.0263707300909782,0
"X489_120515.Salmon.count.data",0.451787400637844,0.299756485377647,0.0434934926288642,0.19135279016839,0,0,0.0135002621950337,0.000109568992221562
"X491_120515.Salmon.count.data",0.370310035179763,0.192309144857542,0.138897330535567,0.195591718223658,0.0670804512136066,0,0.0352301317083644,0.000581188281499282
"X492_120515.Salmon.count.data",0.253295503806938,0.526940331813353,0.102434894506699,0.110818353863103,0,0,0.00651091600990613,0
"X493_120515.Salmon.count.data",0.460916809287027,0.141963212906613,0.0494933822066664,0.291344082197978,0.00542186625665867,0,0.0495793749657852,0.0012812721792713
"X494_120515.Salmon.count.data",0.534918260614813,0.155509880773986,0.0861802809748276,0.174527494214704,0,0,0.0488640834216705,0
"X495_120515.Salmon.count.data",0.395624350256478,0.319530360421207,0.0537693840011566,0.195794804982699,0,0,0.0350004031355971,0.000280697202863302
"X496_120515.Salmon.count.data",0.227307457150923,0.48817015375029,0.0810873599565093,0.188608902380946,0,0,0.0148261267613318,0
"X497_120515.Salmon.count.data",0.186486080561671,0.511219535675417,0.121282908558492,0.175116015086147,0,0,0.00589546011827242,0
"X498_120515.Salmon.count.data",0.642192465826999,0.137038148717315,0.0225955675941825,0.171353650151942,0,0,0.0268201677095612,0
"X500_120515.Salmon.count.data",0.13247267584759,0.635411241504608,0,0.211035639374872,0,0,0.0210804432729307,0
"X501_120515.Salmon.count.data",0.344378285985434,0.224030122081319,0.0672395145524793,0.280552224996725,0,0,0.0837998523840422,0
"X502_120515.Salmon.count.data",0.589056239652925,0.177289362038531,0.034119788315385,0.17268558355379,0,0.0011912667052289,0.0256577597341406,0
"X505_120515.Salmon.count.data",0.0270617700100688,0.531314577004381,0.0672996415888294,0.262176350390833,0,0,0.111827494579929,0.000320166425958163
"X506_120515.Salmon.count.data",0.238956465589962,0.283114835806183,0.0788219440319643,0.286199871454043,0,0,0.112906883117847,0
"X507_120515.Salmon.count.data",0.31953422397774,0.344940869115462,0.0672875639957642,0.244046521692451,0,0,0.0241908212185833,0
"X508_120515.Salmon.count.data",0.332630338019041,0.481329864307437,0.0367310409564689,0.138832509917896,0,0,0.0104762467991565,0
"X509_120515.Salmon.count.data",0.273229807502726,0.324878052936827,0.125192408969127,0.209999371847308,0,0,0.0667003587440121,0
"X510_120515.Salmon.count.data",0.325379739907391,0.32569628941929,0.0628484751467493,0.244028854361521,0,0,0.0420466411650493,0
"X511_120515.Salmon.count.data",0.348935235657761,0.274467018966033,0.0201339497829838,0.269861521786143,0.00958604665937284,0,0.0770162271477065,0
"X51_120416.Salmon.count.data",0.283378822221711,0.388419750869755,0.0247949083987561,0.244153060310081,0,0,0.0592534581996976,0
"X513_120515.Salmon.count.data",0.499742360822896,0.241892686195931,0.0414090445096414,0.199438058715397,0,0,0.0175178497561351,0
"X515_120515.Salmon.count.data",0.628320307659403,0.159085648498002,0,0.16521781195584,0,0,0.0473762318867548,0
"X516_120515.Salmon.count.data",0.377479825875935,0.338241237305152,0.063612322972821,0.199567159581979,0,0,0.0210994542641127,0
"X517_120515.Salmon.count.data",0.392373115938582,0.282431354933245,0.028075774922869,0.25606847788025,0.01519174386597,0,0.0255856060986757,0.000273926360408576
"X520_120515.Salmon.count.data",0.467163209090656,0.328692304589857,0.0241749375065786,0.161921875226375,0,0,0.0170495225883643,0.000998150998168312
"X521_120515.Salmon.count.data",0.134544532341864,0.431639090071215,0.157213254793011,0.233416549265438,0,0,0.0431865735284727,0
"X52_120416.Salmon.count.data",0.0690898513836126,0.436115459170499,0.064544987834294,0.338040140878678,0,0,0.0920932411387308,0.000116319594185845
"X522_120515.Salmon.count.data",0.353843350025886,0.334013272692815,0.0447721849970001,0.219760197188165,0,0,0.0476109950961341,0
"X523_120515.Salmon.count.data",0.329459334982534,0.322165730897622,0.0472904343801018,0.240358256726719,0.0180873434317286,0,0.0426388995812945,0
"X524_120515.Salmon.count.data",0.46927511670569,0.266347328267965,0.030072996390762,0.214116350677433,0,0,0.0196368381027126,0.000551369855437053
"X525_120515.Salmon.count.data",0.193615353281848,0.507790946668015,0.0426387893457632,0.239767357515388,0,0,0.0161875531889858,0
"X526_120515.Salmon.count.data",0.291233613177985,0.270259731273707,0.0770693171294161,0.28161561689867,0.0174427131261098,0,0.0623790083941123,0
"X528_120515.Salmon.count.data",0.315165120282178,0.408821643347556,0.078093003960554,0.173433404926282,0,0,0.0244868274834302,0
"X530_120515.Salmon.count.data",0.429736670394321,0.261244051621119,0.0570500484700846,0.217961753145228,0,0,0.0324511137570583,0.00155636261218845
"X531_120516.Salmon.count.data",0.418780913413904,0.139727238114795,0.143182466235846,0.249071961527316,0,0,0.048191717045383,0.00104570366275677
"X53_120417.Salmon.count.data",0.232425532380676,0.360109717676746,0.0640998189545671,0.250245990630969,0,0,0.093118940357042,0
"X532_120516.Salmon.count.data",0.208510558726448,0.342396547795828,0.0935784007537135,0.273269623679953,0,0,0.082054616584592,0.000190252459465344
"X533_120516.Salmon.count.data",0.0833685805291644,0.642874665220729,0.0675498497267203,0.179065673565581,0,0,0.0271412309578052,0
"X534_120516.Salmon.count.data",0.197320750108419,0.3339189533702,0.153934009738921,0.245019060912093,0,0,0.0698072258703665,0
"X535_120516.Salmon.count.data",0.391522697943756,0.202075655035808,0.0522445282586252,0.249107497581338,0,9.20728435141265e-05,0.104957548336959,0
"X536_120516.Salmon.count.data",0.390486821474121,0.269597976595649,0.0829141409596853,0.227198540969271,0,0,0.0298025200012736,0
"X537_120516.Salmon.count.data",0.165721597753332,0.358884204144384,0.160396290730997,0.267456401881313,0,0,0.0475415054899739,0
"X538_120516.Salmon.count.data",0.275772492279475,0.301655519532599,0.0249288848212355,0.328554888018087,0,0,0.0690882153486036,0
"X539_120516.Salmon.count.data",0.496436722921286,0.166111008350373,0.0132025442827249,0.251971668568733,0.00109555550654761,0,0.0711825003703362,0
"X540_120516.Salmon.count.data",0.417773240825485,0.141388438727476,0.0396329815674423,0.287145734038659,0,0,0.114059604840937,0
"X541_120516.Salmon.count.data",0.47622827540097,0.304929208718123,0.0112698345807112,0.184545731753321,0,0,0.0230269495468747,0
"X54_120417.Salmon.count.data",0.419726286252317,0.272671397932132,0.00365579802640413,0.222347927741941,0.057693700753617,0,0.0239048892935888,0
"X542_120516.Salmon.count.data",0.47147821808489,0.0758414354910948,0.0976385285358022,0.320115060063775,0.00305425041549923,0,0.0318725074089391,0
"X543_120516.Salmon.count.data",0.438955534977442,0.260372270023179,0.00581199195547335,0.231254653341143,0,0,0.0636055497027625,0
"X544_120516.Salmon.count.data",0.307649072461283,0.236643815107486,0.03097332434657,0.31672143897631,0,0,0.108012349108351,0
"X545_120516.Salmon.count.data",0.479843274320966,0.156445462554366,0.0882228284086178,0.233623342349185,0,0,0.0418650923668658,0
"X547_120516.Salmon.count.data",0.637892978862782,0.0956075289384806,0.094704010138982,0.134742580874314,0,0,0.0358637420073181,0.00118915917812336
"X548_120516.Salmon.count.data",0.532162459635796,0.202802240492206,0.00541530242997179,0.194037541369823,0,0,0.0649926171028397,0.000589838969364
"X549_120517.Salmon.count.data",0.262707030080821,0.292493703270117,0.093144749679046,0.274492223744281,0,0,0.0771622932257349,0
"X550_120517.Salmon.count.data",0.315600555623191,0.280043914959879,0.088247757235321,0.257157606919826,0,0,0.0587377389517995,0.000212426309983523
"X551_120517.Salmon.count.data",0.62987087085317,0.138045245998353,0.0202046390874957,0.183130492259029,0,0,0.0287487518019526,0
"X553_120517.Salmon.count.data",0.348464756618306,0.277252203557779,0.0659538916928245,0.247324469084496,0,0,0.0610046790465938,0
"X554_120517.Salmon.count.data",0.480628984019329,0.120618239893075,0.0664814080850991,0.258099863576821,0.0148873898800572,0,0.0592841145456188,0
"X555_120517.Salmon.count.data",0.206212374083444,0.450878640208577,0.0779124650914577,0.237362780531528,0,0,0.0276337400849931,0
"X556_120517.Salmon.count.data",0.436444272542618,0.130927463208092,0.0769735933035005,0.23782398540939,0,0,0.1178306855364,0
"X557_120517.Salmon.count.data",0.523017829195165,0.070771166530099,0.0548223224850753,0.259307694421009,0.00125328886529455,0,0.090309790683525,0.000517907819831382
"X559_120517.Salmon.count.data",0.504949159467111,0.240523966813312,0.0971465546980224,0.148540332564624,0,0,0.00883998645693042,0
"X560_120517.Salmon.count.data",0.359257433736527,0.26684348356176,0.0775916724265421,0.27130178225469,0,0,0.0250056280204804,0
"X561_120517.Salmon.count.data",0.32923712841383,0.342176382974218,0,0.21612931522433,0,0,0.112457173387622,0
"X56_120417.Salmon.count.data",0.481074664076697,0.201428079661023,0.0228125248898054,0.164086212383976,0.103923165979196,0,0.0266753530093029,0
"X562_120517.Salmon.count.data",0.410089043900574,0.346002705820198,0.0279715128951249,0.201197987649568,0,0,0.0147387497345347,0
"X563_120517.Salmon.count.data",0.295632017031007,0.393898220352758,0.0931997760581585,0.183661515041764,0,0,0.033608471516313,0
"X564_120517.Salmon.count.data",0.49707407467121,0.247184453281061,0.0544428786686919,0.171496063784276,0.0101427055032061,0,0.0196598240915544,0
"X565_120517.Salmon.count.data",0.497309803816925,0.271936112567988,0.041633419438216,0.177546814793014,0,0,0.0115738493838577,0
"X567_120521.Salmon.count.data",0.462986950967656,0.230389531951442,0.0885602568655708,0.19160521592555,0,0,0.0252221543007427,0.00123588998903887
"X568_120521.Salmon.count.data",0.2427460989703,0.288581115359879,0.10979073139232,0.309630580811828,0,0,0.049251473465673,0
"X569_120521.Salmon.count.data",0.182915970382095,0.245903538582238,0.106651017509783,0.333980279748119,0,0,0.130549193777766,0
"X571_120521.Salmon.count.data",0.192944081880363,0.452599893203886,0.0922280212997145,0.211437618029293,0,0,0.0507903855867424,0
"X57_120417.Salmon.count.data",0.514287689422008,0.187983663623169,0,0.190911632192211,0.032781979115099,0,0.0740350356475135,0
"X572_120521.Salmon.count.data",0.249645326731446,0.293369552262203,0.128757084969613,0.261817529106953,0.000482390677817169,0,0.0659281162519675,0
"X573_120521.Salmon.count.data",0.415584333565849,0.225031066578648,0.0746003635489251,0.23461944653573,0,0,0.0501647897708482,0
"X574_120521.Salmon.count.data",0.326970963450656,0.364354741035903,0.0636435187128576,0.219519938299949,0,0,0.025510838500634,0
"X575_120521.Salmon.count.data",0.483502642093023,0.19356401708821,0.0656586543907821,0.187707556824868,0.0483711366974229,0.000803513034164843,0.0203924798715289,0
"X576_120521.Salmon.count.data",0.045757485417203,0.557476327227302,0.0994780823099371,0.265451562457633,0,0,0.0318365425879248,0
"X577_120521.Salmon.count.data",0.542596453792227,0.210251568934621,0.0463304577756606,0.175158438765657,0,0,0.0248409050674601,0.000822175664374119
"X578_120521.Salmon.count.data",0.571067596456671,0.0705722235832841,0.0337728522948341,0.181530825379138,0.127329442227922,0,0.0157270600581508,0
"X580_120521.Salmon.count.data",0.387312490595861,0.22477057645831,0.101175393188191,0.26570691689446,0,0,0.0210346228631782,0
"X581_120521.Salmon.count.data",0.122220732697957,0.357810885170022,0.133947407405806,0.349841128288081,0,0,0.0361798464381332,0
"X58_120417.Salmon.count.data",0.529633734304167,0.230814480895648,0.0630679779366175,0.161517595917225,0,0,0.0134548982980151,0.00151131264832717
"X582_120521.Salmon.count.data",0.139731258421973,0.433099086675804,0.0330089815749432,0.293243278628838,0,0,0.100917394698442,0
"X583_120522.Salmon.count.data",0.260309847773129,0.444464188058514,0.0637311404323523,0.207632578370919,0,0.00263404509185445,0.0212282002732304,0
"X584_120522.Salmon.count.data",0.519657990140275,0.241102159908596,0.0355577205203745,0.170119660564703,0,0,0.0335624688660512,0
"X586_120522.Salmon.count.data",0.200881481241007,0.443005678289714,0.11956178662995,0.19161696100829,0,0,0.0449340928310388,0
"X587_120522.Salmon.count.data",0.487284188372137,0.264294548428121,0.0561913981946772,0.143509731637381,0,0,0.0487201333676844,0
"X588_120522.Salmon.count.data",0.410001027868709,0.33554639139202,0.0390900149096228,0.177983516145102,0,0,0.0373790496845466,0
"X589_120522.Salmon.count.data",0.231908122778783,0.428544175562311,0.120029036468038,0.197828602899079,0,0,0.0216900622917894,0
"X590_120522.Salmon.count.data",0.432562071525853,0.311311218614255,0.0438157101046358,0.187309310663731,0.0143559819672032,0,0.0091904304831016,0.0014552766412205
"X591_120522.Salmon.count.data",0.573168413871649,0.17070513888841,0.0240771687602268,0.19789519411303,0.0199297666096261,0,0.0136989694610532,0.000525348296005327
"X593_120522.Salmon.count.data",0.496681057817579,0.172966764820849,0.0861755475069088,0.21634599605179,0.00114065718417738,0,0.0266899766186963,0
"X594_120522.Salmon.count.data",0.193870871066226,0.374277387235467,0.0463014890149212,0.324268145410193,0,0,0.0612821072731924,0
"X595_120522.Salmon.count.data",0.326794179759952,0.312395474571407,0.0657254035898511,0.245634773251434,0,0.00103186057886952,0.048418308248487,0
"X596_120522.Salmon.count.data",0.672185580016013,0,0.0526714478686448,0.121145096931468,0.140087064645513,0,0.0139108105383615,0
"X599_120523.Salmon.count.data",0.256934172610972,0.426947209751184,0.0544407324399108,0.20747611046745,0,0,0.0539601913994225,0.000241583331060977
