"InNeurons","Astrocytes","Oligodendrocytes","Endothelial","ExNeurons","OPC","Microglia","Unknown"
"X174_120424.Salmon.count.data",0.215008835629017,0.401914943633596,0.0280421877161653,0.241391500354774,0,0.000297508215222858,0.113345024451224,0
"X176_120424.Salmon.count.data",0.391128929054097,0.398129778080209,0.0348817091592033,0.144952425729065,0,0,0.0309071579774252,0
"X177_120424.Salmon.count.data",0.595887554408438,0.210707830105685,0.0472048276405393,0.134041590524442,0,0,0.012158197320896,0
"X179_120424.Salmon.count.data",0.562404779621412,0.21813490611535,0,0.133397701951936,0.000873937087164893,0,0.0851886752241366,0
"X180_120424.Salmon.count.data",0.692334690879557,0.118991183897062,0.00066614713623905,0.120766930490374,0,0,0.0672410475967685,0
"X181_120424.Salmon.count.data",0.444027340019955,0.241492396646858,0.100931091402231,0.180958182320916,0,0,0.0325909896100394,0
"X182_120424.Salmon.count.data",0.464108998126504,0.32145172708663,0.0384956211723217,0.169527223713589,0,0,0.00641642990095496,0
"X183_120424.Salmon.count.data",0.249257539771303,0.268677682194689,0.132110091946305,0.290894067721198,0,0,0.0590606183665049,0
"X185_120424.Salmon.count.data",0.511080712998775,0.191614869652492,0.048496540998706,0.193878012622176,0,0,0.0549298637278512,0
"X186_120424.Salmon.count.data",0.516929019529453,0.225626379037002,0.0262286021082715,0.161246893478015,0,0,0.0699691058472579,0
"X187_120424.Salmon.count.data",0.437427237660464,0.348076951549924,0.0222898868603184,0.161787750527949,0,0,0.0304181734013446,0
"X188_120424.Salmon.count.data",0.620183373216019,0.140847136309833,0.0397221695583769,0.185950450499184,0,0,0.0132968704165881,0
"X190_120424.Salmon.count.data",0.53683704558056,0.230834866458855,0,0.181601722316043,0,0,0.0507263656445412,0
"X191_120424.Salmon.count.data",0.597552556962666,0.110917532886696,0,0.126557802255917,0.00115660001856975,0,0.163109235407995,0.000706272468155916
"X19_120411.Salmon.count.data",0.442201398364905,0.289603550677053,0.0059853251815588,0.170265468633961,0.000214571900319668,0,0.0917296852422027,0
"X193_120424.Salmon.count.data",0.563721713305197,0.235522176700679,0.0307525299206824,0.154617307865292,0,0,0.0153862722081497,0
"X196_120424.Salmon.count.data",0.295247048103672,0.374613539593163,0.0639237880434338,0.214583313519334,0.000809807957040113,0,0.0495233350845259,0.00129916769883002
"X197_120424.Salmon.count.data",0.467626237056543,0.203418556661527,0.0464609280480479,0.243389812176309,0,0,0.0381693893059768,0.000935076751595544
"X200_120424.Salmon.count.data",0.353719484019966,0.300176615404335,0.0515797789595677,0.195503509590096,0,0,0.0990206120260353,0
"X201_120424.Salmon.count.data",0.457178513132844,0.0977573333316716,0.0612627041786368,0.280761439746793,0.0408250739103868,0,0.0622149356996683,0
"X20_120411.Salmon.count.data",0.324533028714749,0.272140619066348,0.0195279330247437,0.316572291336933,0,0,0.0672261278572258,0
"X202_120424.Salmon.count.data",0.358572549101771,0.269325476370903,0.0998789660138406,0.238117132639339,0,0,0.033678322750308,0.00042755312383876
"X203_120424.Salmon.count.data",0.367256505266813,0.32259522591215,0.0594074873491662,0.155602703783188,0,0,0.094894492255019,0.000243585433663326
"X204_120424.Salmon.count.data",0.211429126420897,0.39079341375847,0.110316578237586,0.270115774707138,0,0,0.0173451068759082,0
"X206_120424.Salmon.count.data",0.31645959787819,0.366620709395135,0.114877133875205,0.188548903076762,0,0,0.0134936557747075,0
"X207_120424.Salmon.count.data",0.165822247359547,0.379365142019276,0.0991095390511402,0.312537991332434,0,0,0.0431650802376031,0
"X21_120411.Salmon.count.data",0.461591389870732,0.139968998568671,0.0153621794358482,0.333145127480967,0,0,0.0499323046437824,0
"X212_120424.Salmon.count.data",0.208920549073838,0.520018556278113,0.0806984200823783,0.168495371696128,0,0,0.021867102869543,0
"X213_120425.Salmon.count.data",0.455144269447042,0.225322704584466,0.0499295681806994,0.226820369890984,0,0,0.0427830878968085,0
"X214_120425.Salmon.count.data",0.573154488570851,0.234926489971862,0.00196720747993002,0.130185776607079,0,0,0.0597660373702773,0
"X215_120425.Salmon.count.data",0.508217419167488,0.240631667297567,0.00487968167049111,0.215036350111229,0,0,0.0298147207903829,0.0014201609628425
"X216_120425.Salmon.count.data",0.252485775589345,0.40545494131597,0.0952407296561987,0.216306496430213,0,0,0.0305120570082732,0
"X218_120425.Salmon.count.data",0.433601506273363,0.38888446455545,0.0479040917210177,0.122607135882687,0,0,0.0070028015674822,0
"X219_120425.Salmon.count.data",0.518449454114242,0.26530194033866,0.0168609831540257,0.148247698303473,0,0,0.0511399240895992,0
"X220_120425.Salmon.count.data",0.640970475312011,0.150303650455286,0.02017387806958,0.174161866636179,0,0,0.0143901295269436,0
"X221_120425.Salmon.count.data",0.425922871567623,0.263955188974851,0.0249094668042769,0.24757707046114,0,0,0.0366393018460413,0.000996100346067451
"X222_120425.Salmon.count.data",0.122486736310301,0.515585422038089,0.100593255745526,0.224763214092463,0,0,0.0365713718136208,0
"X224_120425.Salmon.count.data",0.577436793174776,0.246329651168378,0.00740094837288781,0.137868530617279,0,0,0.0309640766666783,0
"X227_120425.Salmon.count.data",0.217889723778022,0.40187579506996,0.0345049359612619,0.268420675524501,0,0,0.0773088696662552,0
"X228_120425.Salmon.count.data",0.337041473998544,0.25964048158453,0.106105950525329,0.263788626617591,0,0,0.0326324640802988,0.000791003193707741
"X229_120425.Salmon.count.data",0.667244486185375,0.0665967453366705,0.000230188676385525,0.177189541566922,0.00546238461042522,0,0.0832766536242213,0
"X231_120425.Salmon.count.data",0.623975336444215,0.217283270634517,0.000393611726369671,0.101912963510056,0,0,0.0564348176848428,0
"X23_120411.Salmon.count.data",0.181223284772751,0.556897414324582,0.0561039062353738,0.184490659314057,0,0,0.0212847353532361,0
"X232_120425.Salmon.count.data",0.595185519095971,0.123506577790708,0.0270735143205344,0.138862130276203,0.0843085705439314,0,0.0310636879726532,0
"X234_120425.Salmon.count.data",0.463989329180816,0.215004823580143,0.108413838221459,0.195782001220593,0,0,0.016243272678873,0.000566735118115819
"X236_120425.Salmon.count.data",0.56364797100982,0.222077699801852,0.0255811576368177,0.166185168305457,0,0,0.0222062684376098,0.000301734808444
"X237_120426.Salmon.count.data",0.48019682479514,0.184046819973564,0.0568366243680701,0.22652831734569,0,0,0.052391413517536,0
"X238_120426.Salmon.count.data",0.324390905277722,0.323158442009565,0.0836624651187074,0.25125191945479,0,0,0.0175362681392151,0
"X240_120426.Salmon.count.data",0.479098294215394,0.161905135669073,0.0782103454359432,0.221056684080273,0.0381725800534456,0,0.0207551217327537,0.000801838813117081
"X241_120426.Salmon.count.data",0.319033580010054,0.36950922163698,0.099804712508517,0.175552485694225,0,0,0.0361000001502248,0
"X24_120411.Salmon.count.data",0.393542812796465,0.296147360231378,0.081614468152589,0.192975503936395,0,0,0.0350058442578054,0.000714010625366827
"X242_120426.Salmon.count.data",0.416741608524002,0.363030937561556,0.0282295689163362,0.179823874946966,0,0,0.0121740100511403,0
"X243_120426.Salmon.count.data",0.513708374720115,0.180805480025649,0.0438117168473013,0.232326168419762,0,0,0.0293482599871718,0
"X244_120426.Salmon.count.data",0.236771461446495,0.254477952128538,0.0572414957555202,0.339364344765092,0,0,0.112111370850949,3.337505340498e-05
"X245_120426.Salmon.count.data",0.568822004498667,0.178954594217955,0.00541287953525282,0.211611006211036,0,0,0.0351995155370888,0
"X246_120426.Salmon.count.data",0.0949089016029483,0.267922891516412,0.0588668646501628,0.420727313197247,0,0,0.15757402903323,0
"X248_120426.Salmon.count.data",0.464784892821646,0.278334976055997,0.000632768459501222,0.193210004326073,0,0,0.0630373583367827,0
"X250_120426.Salmon.count.data",0.332989342412016,0.276236715996141,0.0692703322599123,0.282330814835547,0,0,0.0391727944963838,0
"X251_120426.Salmon.count.data",0.120782511421598,0.436565254164813,0.120148296116751,0.26795574521214,0,0,0.0545481930846989,0
"X25_120411.Salmon.count.data",0.671863922385272,0.0922242313786284,0.0162728369598218,0.136201866020984,0.0662075757653343,0,0.0136186341199897,0.00361093336996974
"X252_120426.Salmon.count.data",0.456962852795363,0.269527599218763,0.0816005735169924,0.178732202224295,0,0,0.0131767722445876,0
"X253_120426.Salmon.count.data",0.516049432975846,0.223815627332956,0.00659417336603032,0.203980302272615,0,0,0.0495604640525528,0
"X254_120426.Salmon.count.data",0.276788241478582,0.249182485308916,0.103539665256322,0.266654190080891,0.000266874387672503,0,0.103568543487617,0
"X255_120426.Salmon.count.data",0.376097611735799,0.293481479142067,0.0400255217847267,0.253206962189438,0,0,0.0371884251479695,0
"X256_120426.Salmon.count.data",0.1689903236655,0.337310613774523,0.0694520667361371,0.325261664684775,0,0,0.0989853311390645,0
"X257_120426.Salmon.count.data",0.416187664257569,0.289757532477906,0.057534325329451,0.19045169114681,0,0,0.0460687867882641,0
"X258_120426.Salmon.count.data",0.428806501509817,0.276568070500708,0.0465387558859996,0.207709260433179,0,0,0.0403774116702959,0
"X259_120426.Salmon.count.data",0.313351812065735,0.350687933259499,0.0237285676988565,0.271901512821698,0,0,0.0403301741542114,0
"X260_120426.Salmon.count.data",0.279667388140825,0.418319359689393,0.04765287384133,0.220604845922385,0,0,0.0337555324060669,0
"X26_120411.Salmon.count.data",0.652905103001558,0.108843008536371,0.0392965724307005,0.169809243418633,0,0,0.0288979310795534,0.000248141533184077
"X266_120430.Salmon.count.data",0.485135933406838,0.238454342058825,0.00527108675911133,0.207137563772421,0,0,0.0640010740028054,0
"X267_120430.Salmon.count.data",0.510634799872783,0.256247902104071,0.00676480143193977,0.189830047901408,0,0,0.0365224486897984,0
"X269_120430.Salmon.count.data",0.310134221842437,0.306394195099773,0.0201065296719287,0.270672754614584,0,0,0.0926922987712772,0
"X270_120430.Salmon.count.data",0.439084637769369,0.167608677219034,0.0222997645009246,0.249334995139383,0.0572964922317797,0,0.0643754331395087,0
"X271_120430.Salmon.count.data",0.702275947597555,0.0387032880951719,0.102056168730996,0.137877689943712,0,0,0.0188560237752597,0.000230881857305271
"X272_120430.Salmon.count.data",0.278811579121801,0.316284221447647,0.063315212944157,0.255161815659814,0,0,0.0864271708265808,0
"X273_120430.Salmon.count.data",0.21393118022127,0.384705692185595,0.0715683265056989,0.260781340226464,0,0,0.0680713833703447,0.000942077490627941
"X274_120430.Salmon.count.data",0.0750041732998225,0.557890530793838,0.0954207436377582,0.232655589267346,0,0,0.0390039339920474,2.5029009188491e-05
"X276_120430.Salmon.count.data",0.186178075190866,0.541249475867063,0.102394452805567,0.14690359398999,0,0,0.0232744021465139,0
"X277_120430.Salmon.count.data",0.615433735746501,0.116613276212935,0.0150357411427487,0.196225670836147,0,0,0.0566915760616678,0
"X279_120430.Salmon.count.data",0.373971391716022,0.253199369560918,0.0491044585440005,0.246387914051216,0.0109961781359939,0,0.0663406879918493,0
"X280_120430.Salmon.count.data",0.568899248660328,0.163185256198393,0.0196761904065718,0.191185223113787,0,0,0.0570540816209205,0
"X281_120430.Salmon.count.data",0.439040446091284,0.295100864722519,0.00493652795017798,0.206202498757914,0,0,0.0547196624781058,0
"X28_120411.Salmon.count.data",0.474485568919998,0.146672379779957,0.0416503389714342,0.238419670308114,0.0766999277931558,0,0.0207594340429974,0.00131268018434392
"X283_120430.Salmon.count.data",0.786017505416039,0.0393299854031315,0.0148190056287745,0.141149615894199,0,0,0.0186838876578566,0
"X284_120430.Salmon.count.data",0.320219444314597,0.344926798334327,0.0366546021686184,0.229398787191984,0,0,0.0688003679904733,0
"X285_120430.Salmon.count.data",0.554753296270026,0.200176387603659,0.00949114435188619,0.139242516933102,0,0,0.0963366548413264,0
"X286_120430.Salmon.count.data",0.436512496386373,0.305544629242435,0.0737012321760734,0.166025296759237,0,0,0.0182163454358821,0
"X287_120430.Salmon.count.data",0.23520679105618,0.481023746679892,0.0590486328625948,0.186888462108833,0,0,0.0378323672925007,0
"X288_120430.Salmon.count.data",0.555218297763248,0.120447484169312,0.0656293898067992,0.207428582436277,0,0,0.0501192746208385,0.0011569712035251
"X289_120430.Salmon.count.data",0.435975775228173,0.281861529226732,0.000788466013375565,0.172077221571114,0.0565359512471174,0,0.0527610567134884,0
"X290_120430.Salmon.count.data",0.322521970332148,0.367804386068462,0.00969421397759935,0.258518387981336,0,0,0.041461041640455,0
"X291_120430.Salmon.count.data",0.264791146572859,0.479948308079851,0.0844606924517191,0.144350206869235,0,0,0.026449646026336,0
"X29_120416.Salmon.count.data",0.25678349464015,0.392427085579931,0.000599309186194521,0.258974660071805,0,0,0.0912154505219195,0
"X292_120430.Salmon.count.data",0.37720743769959,0.272198787713699,0.0630978584346832,0.245573649797535,0,0,0.0419222663544924,0
"X294_120430.Salmon.count.data",0.512528226167266,0.144022333342109,0.013264494234674,0.251077556305603,0.000347976989847899,0,0.0782622557792572,0.000497157181243969
"X296_120430.Salmon.count.data",0.465861411463794,0.133788139127615,0.0342404684153679,0.223005083482814,0.10230742784085,0,0.0402401984007347,0.000557271268824828
"X298_120430.Salmon.count.data",0.506522491283872,0.206876307232637,0.0456744803776803,0.17989701548485,0,0,0.0601837579212297,0.000845947699730899
"X299_120430.Salmon.count.data",0.360661918440205,0.310646877223511,0.0110917313159436,0.227888927233963,0,0,0.089710545786378,0
"X300_120430.Salmon.count.data",0.526041109137858,0.127626052834366,0,0.224978800641172,0,0,0.120974588913731,0.000379448472873077
"X30_120416.Salmon.count.data",0.630697228326346,0.181769192917431,0,0.135394894972143,0,0,0.0521386837840788,0
"X302_120430.Salmon.count.data",0.0997987265208584,0.520044943778158,0.192374817762306,0.165519799656641,0,0,0.0222617122820367,0
"X303_120430.Salmon.count.data",0.515844923868946,0.20945278634364,0.0189508316772099,0.164389886866142,0,0,0.0913615712440618,0
"X304_120430.Salmon.count.data",0.258077950948353,0.522343133617682,0.0553910551907615,0.149800043853838,0,0,0.0143878163893642,0
"X305_120430.Salmon.count.data",0.237284877295228,0.49050190146702,0.0373088525882297,0.193632667710616,0,0,0.0412717009389063,0
"X306_120430.Salmon.count.data",0.604411213085605,0.10197512130819,0.110854746662755,0.150194751992253,0,0,0.0325641669511963,0
"X307_120430.Salmon.count.data",0.464985199079171,0.139001665520455,0.0328426151084421,0.263231872714575,0,0,0.0999386475773575,0
"X309_120430.Salmon.count.data",0.509713851199427,0.219380736131567,0.00883096553853326,0.186736765554559,0,0,0.0753376815759148,0
"X310_120430.Salmon.count.data",0.0986327279782495,0.451296791577459,0.0718216260913933,0.298549561772658,0,0,0.0792200945372879,0.000479198042953114
"X312_120430.Salmon.count.data",0.0728384512502321,0.599915126097064,0.111156856099955,0.205695061422739,0,0,0.0103945051300108,0
"X314_120501.Salmon.count.data",0.305104344649974,0.356001649854431,0.0514895376066784,0.244233225596638,0,0,0.0423544909075581,0.000816751384720462
"X315_120501.Salmon.count.data",0.675160414574376,0.0711156470221712,0,0.11746857449072,0.0552826497363886,0,0.0760577196701958,0.0049149945061483
"X316_120501.Salmon.count.data",0.570001225388616,0.147084449456323,0.0352565101909225,0.2144951827361,0.0183528354531278,0,0.0148097967749113,0
"X318_120501.Salmon.count.data",0.27290403386965,0.348377506312491,0.0149564849248876,0.293405926905861,0,0,0.0703560479871099,0
"X321_120501.Salmon.count.data",0.57716088854544,0.17614687107785,0.0232039208873315,0.208229873895217,0.000278001007036261,0,0.0149804445871245,0
"X32_120416.Salmon.count.data",0.514376294629123,0.224006236139008,0.00582210902301322,0.200862616850206,0,0,0.0549327433586509,0
"X322_120501.Salmon.count.data",0.261625974024035,0.392145369008225,0.0421360657578315,0.24427910041475,0,0,0.0598134907951597,0
"X323_120501.Salmon.count.data",0.28511614068537,0.474664272597685,0.0751696973772542,0.154087176084642,0,0,0.0109627132550488,0
"X325_120501.Salmon.count.data",0.353856558188569,0.355029189777121,0,0.203960950161359,0,0,0.087153301872952,0
"X326_120501.Salmon.count.data",0.580188445906506,0.154089051666957,0.0291659139513577,0.197066916032112,0,0.00159483919030507,0.0378948332527618,0
"X327_120501.Salmon.count.data",0.456519206610945,0.125510345148895,0.0218398830432881,0.299990823058151,0,0,0.0956486369188954,0.000491105219825086
"X328_120501.Salmon.count.data",0.265903258122392,0.489977860013331,0.036948319846579,0.181011351073752,0,0,0.0261592109439462,0
"X329_120501.Salmon.count.data",0.458677674750405,0.205394825624419,0.00400988835044168,0.26894357359862,0.00131247527610688,0,0.0616615624000077,0
"X331_120501.Salmon.count.data",0.357566627532998,0.327438903877647,0.0636113581326023,0.2212325130564,0,0,0.0301505974003536,0
"X33_120416.Salmon.count.data",0.603863788863019,0.150371483464076,0.00677803487670769,0.150819788420106,0,0,0.0881669043760915,0
"X332_120501.Salmon.count.data",0.526242587677601,0.258081279601019,0.0212676992019644,0.176384550008368,0,0,0.0179105965267261,0.000113286984320935
"X334_120501.Salmon.count.data",0.265821573186922,0.476701669470293,0.0254215551448637,0.209798079096561,0,0,0.0222571231013605,0
"X335_120501.Salmon.count.data",0.501629426484429,0.203465603000794,0.0598822333349224,0.209809896595784,0,0,0.0252128405840714,0
"X336_120501.Salmon.count.data",0.485850834404684,0.22629868408513,0.0734804798152785,0.132822908853633,0,0,0.0815470928412743,0
"X337_120501.Salmon.count.data",0.631712196597565,0.132738068583765,0.022964088420516,0.186222480464361,0,0,0.0258751921509541,0.000487973782838844
"X339_120501.Salmon.count.data",0.307030906012455,0.291707138640386,0.0602477074043765,0.239757432171136,0,0,0.10004565790768,0.00121115786396644
"X340_120501.Salmon.count.data",0.507103770311307,0.0495694410777623,0.102867769838506,0.247119515798124,0.0383883981767002,0.00022033360271222,0.0534295779919692,0.00130119320291928
"X34_120416.Salmon.count.data",0.489549684766062,0.206317434219164,0,0.179629191112933,0.000859326319600455,0,0.123644363582241,0
"X344_120501.Salmon.count.data",0.309016105843453,0.257693654463459,0.13138322492743,0.25732437707664,0,0,0.0445826376890176,0
"X345_120501.Salmon.count.data",0.344835990520178,0.449800849480488,0.0309732381726064,0.150402599739939,0,0,0.0239873220867883,0
"X347_120501.Salmon.count.data",0.345912151857608,0.29413649816193,0.0919358482634284,0.229018030512832,0,0,0.0389974712042002,0
"X349_120501.Salmon.count.data",0.62014467568386,0.171229598438131,0,0.13117316966421,0,0,0.0772410508024213,0.000211505411377413
"X350_120501.Salmon.count.data",0.0667705640708574,0.534801316786091,0.108157968956203,0.269243883869894,0,0,0.0210262663169542,0
"X351_120501.Salmon.count.data",0.390958346238235,0.242906264557034,0,0.224778979437699,0.00216564616249031,0,0.138753798534202,0.000436965070339211
"X35_120416.Salmon.count.data",0.584482262547736,0.208406075250231,0.000843580894689273,0.122616268113154,0,0,0.0836518131941898,0
"X352_120501.Salmon.count.data",0.141495609029618,0.443852895172394,0.0889730234793269,0.258044192784127,0,0,0.0676342795345339,0
"X353_120501.Salmon.count.data",0.325308681818442,0.253914194378052,0.0113796044627678,0.329547684447862,0,0,0.0796817169534568,0.000168117939420216
"X354_120501.Salmon.count.data",0.4405897535671,0.214882619800765,0.0814381236493804,0.181885424230875,0.0438655315978756,0,0.0373385471540046,0
"X355_120501.Salmon.count.data",0.329559092639416,0.336185214145692,0.0954792862353529,0.206543107856225,0,0,0.0322332991233138,0
"X356_120501.Salmon.count.data",0.571756886057703,0.258197806048108,0.00505943892116682,0.151530996843876,0,0,0.0134548721291451,0
