	Bcells	CD4Tcells	CD8Tcells	Dendritics	Monocytes	NK
0	0.188014739007792	0.489487137588441	0.0398855358790534	0.0430799890362977	0.116671054956744	0.122861543531672
1	0.16445767343978504	0.4698857553673821	0.04532900301542231	0.05154727350583641	0.13773578991815702	0.13104450475341703
2	0.30353882887057465	0.2933522016702237	4.5391783495683554e-05	0.055901468189773235	0.23387360762773074	0.11328850185820187
3	0.3071262769111811	0.38267799018720616	0.008588817224581304	0.03909873292649142	0.13263768922719604	0.12987049352334407
4	0.22495568359795412	0.40208095063708116	0.04699774258284022	0.033782225060873215	0.12388006795354106	0.1683033301677101
5	0.25180092706285123	0.4279449319100954	0.019339795107833818	0.05095696500877725	0.1170888214239071	0.13286855948653511
6	0.22487354401222495	0.4058723053617399	0.042259389979978995	0.03672104813360439	0.08388608879771478	0.20638762371473696
7	0.18577164712913513	0.42912455895208834	0.06755205350093216	0.040035785268523326	0.10817548577991308	0.16934046936940814
8	0.1301786369797019	0.42586832477681463	0.06596257190071944	0.04546570200129226	0.1395903260636329	0.19293443827783882
9	0.10366528183239701	0.5032928982024041	0.06570792213129001	0.03452237802398891	0.15613569840749902	0.13667582140242102
10	0.18259239535892002	0.4276799654253151	0.04937401777642971	0.04331617690955801	0.14256065091961403	0.15447679361016303
11	0.06400726065707611	0.4778714676512301	0.10122265937185902	0.05652681201428261	0.14391590009813301	0.15645590020741904
12	0.0640417715801265	0.516904156705448	0.0667960616162892	0.0555566003672004	0.131466898829266	0.16523451090167
13	0.248556800500774	0.485892878562553	0.0550050114973858	0.0467348973841704	0.0461137480596859	0.117696663995431
14	0.26135346441853313	0.3944165322554521	0.050324386799593515	0.05210036090692132	0.06649968914333283	0.17530556647616705
15	0.20750194894107687	0.5178976711084626	0.03636030067033078	0.049528067828510464	0.06123492788460516	0.12747708356701393
16	0.21571009099002103	0.42728475770245206	0.09504353564640601	0.029245103604543504	0.07620794206012742	0.15650856999645002
17	0.17418170465076718	0.3710766204526644	0.05257622433567245	0.04445178916866645	0.14975032593104518	0.20796333546118423
18	0.24418098925790194	0.34599235013906293	0.059609985469245785	0.043993099501333496	0.15107269933575898	0.15515087629669697
19	0.14758962889482907	0.5209291518698004	0.05674099205093523	0.045602189780165225	0.10654465911186806	0.12259337829240206
20	0.11815300759757481	0.5162384463352102	0.04773189659792242	0.04647294687351583	0.1325075427803268	0.13889615981544978
21	0.07860787726794112	0.38591309016196657	0.03698833175084796	0.04245957979114575	0.18914274091728278	0.2668883801108157
22	0.104232028284026	0.454320448308572	0.0112228225278396	0.0459160679937405	0.186957380753784	0.197351252132038
23	0.11342500782047404	0.43822667861580816	0.057097576406140424	0.045714130219420314	0.15888389714259105	0.18665270979556606
24	0.10128376998767008	0.4225610288724743	0.06619898558140655	0.03547331162489783	0.15765355955219612	0.21682934438135518
25	0.13871258556482888	0.3791930024346037	0.060360690141680745	0.041350180900121866	0.15337648407188387	0.2270070568868808
26	0.11381251616193397	0.37435817329839793	0.10289676171954297	0.03725925798452839	0.11996397623833398	0.2517093145972629
27	0.12713136206928394	0.4375013295216398	0.06441946164214417	0.04821570020197718	0.18440529834293992	0.13832684822201494
28	0.131711132366429	0.400090201603937	0.0721874467357717	0.0532395404628173	0.153563648245429	0.189208030585616
29	0.30371369395813996	0.23460647924329694	0.038867723627647795	0.05325623363418919	0.20796616411473995	0.16158970542198597
30	0.1888639857235729	0.4469097078522928	0.06928828514131208	0.053129133072750176	0.16999329416975692	0.07181559404031507
31	0.21161398862894606	0.3353978215845931	0.07754889248268762	0.046960122155564214	0.11062623007516803	0.21785294507304107
32	0.16234162062262103	0.41273901592760703	0.03509047946439411	0.057934047747199804	0.18219132560354903	0.14970351063462903
33	0.18114958156340497	0.40098532087641287	0.036264867237684795	0.04070723041554639	0.17479470153551396	0.16609829837143697
34	0.20451985490709493	0.4007777181934588	0.028427061233453385	0.04410399283490408	0.12541785973753794	0.1967535130935509
35	0.12560241192377386	0.4456396822401585	0.06326777959688414	0.04688773992274684	0.15827110324409183	0.16033128307234484
36	0.13221796260683505	0.4272687504981172	0.07791358765079993	0.045850598298254816	0.14596895953599007	0.17078014141000306
37	0.1321308133836791	0.46049811393539936	0.05193318563781174	0.04362626411920963	0.1516651660501681	0.1601464568737321
